district,year,month,mean_modal_price,mean_min_price,mean_max_price,mean_price_spread,mean_arrivals,reporting_days,is_imputed
Jyotiba Phule Nagar,2007,4,1037.2285714285715,1031.3119047619048,1044.4404761904761,13.128571428571377,,0,1
Jyotiba Phule Nagar,2007,5,1033.8380952380953,1027.2825396825397,1041.2539682539682,13.971428571428532,,0,1
Jyotiba Phule Nagar,2007,6,1030.4476190476191,1023.2531746031747,1038.0674603174602,14.814285714285575,,0,1
Jyotiba Phule Nagar,2007,7,1027.057142857143,1019.2238095238096,1034.8809523809525,15.657142857142958,,0,1
Jyotiba Phule Nagar,2007,8,1023.6666666666666,1015.1944444444445,1031.6944444444446,16.500000000000114,,0,1
Jyotiba Phule Nagar,2007,9,1020.2761904761904,1011.1650793650794,1028.5079365079366,17.34285714285727,,0,1
Jyotiba Phule Nagar,2007,10,1016.8857142857142,1007.1357142857142,1025.3214285714287,18.185714285714425,,0,1
Jyotiba Phule Nagar,2007,11,1013.495238095238,1003.1063492063493,1022.1349206349207,19.028571428571468,,0,1
Jyotiba Phule Nagar,2007,12,1010.1047619047619,999.0769841269841,1018.9484126984128,19.871428571428623,,0,1
Jyotiba Phule Nagar,2008,1,1006.7142857142857,995.047619047619,1015.7619047619048,20.71428571428578,,21,0
Jyotiba Phule Nagar,2008,2,1056.15,1035.15,1076.2,41.049999999999955,,20,0
Jyotiba Phule Nagar,2008,3,1092.6923076923076,1072.5,1118.6153846153845,46.11538461538453,,26,0
Jyotiba Phule Nagar,2008,4,1043.6,1028.0,1065.6,37.59999999999991,,25,0
Jyotiba Phule Nagar,2008,5,1017.7407407407408,1001.2962962962963,1031.111111111111,29.81481481481478,,27,0
Jyotiba Phule Nagar,2008,6,1016.6,1001.4,1030.88,29.480000000000132,,25,0
Jyotiba Phule Nagar,2008,7,1012.1923076923077,997.3076923076923,1027.1923076923076,29.88461538461536,,26,0
Jyotiba Phule Nagar,2008,8,1007.5217391304348,990.9130434782609,1021.5652173913044,30.652173913043498,,23,0
Jyotiba Phule Nagar,2008,9,990.0434782608696,976.1304347826087,1005.1304347826087,29.0,,23,0
Jyotiba Phule Nagar,2008,10,1007.56,987.32,1024.48,37.15999999999997,,25,0
Jyotiba Phule Nagar,2008,11,1017.75,990.4166666666666,1033.7916666666667,43.375000000000114,,24,0
Jyotiba Phule Nagar,2008,12,1020.7916666666666,998.75,1037.0416666666667,38.29166666666674,,24,0
Jyotiba Phule Nagar,2009,1,1065.875,1040.4166666666667,1084.0,43.58333333333326,,24,0
Jyotiba Phule Nagar,2009,2,1128.8636363636363,1101.7391304347825,1156.5217391304348,54.78260869565224,,23,0
Jyotiba Phule Nagar,2009,3,1129.4,1103.2,1152.0,48.799999999999955,,25,0
Jyotiba Phule Nagar,2009,4,1080.5625,1059.6875,1104.6875,45.0,,16,0
Jyotiba Phule Nagar,2009,5,1058.6628787878788,1035.44384057971,1082.501811594203,47.05797101449298,,0,1
Jyotiba Phule Nagar,2009,6,1036.7632575757575,1011.2001811594203,1060.3161231884058,49.1159420289855,,0,1
Jyotiba Phule Nagar,2009,7,1014.8636363636364,986.9565217391304,1038.1304347826087,51.173913043478365,,23,0
Jyotiba Phule Nagar,2009,8,1035.148148148148,1005.1851851851852,1054.7407407407406,49.55555555555543,,27,0
Jyotiba Phule Nagar,2009,9,1088.5217391304348,1055.8695652173913,1106.0869565217392,50.217391304347984,,23,0
Jyotiba Phule Nagar,2009,10,1108.4409918478261,1076.97634057971,1126.5811548913043,49.60481431159428,,0,1
Jyotiba Phule Nagar,2009,11,1128.3602445652173,1098.083115942029,1147.0753532608696,48.99223731884058,,0,1
Jyotiba Phule Nagar,2009,12,1148.2794972826086,1119.1898913043478,1167.569551630435,48.379660326087105,,0,1
Jyotiba Phule Nagar,2010,1,1168.19875,1140.2966666666666,1188.06375,47.7670833333334,,24,0
Jyotiba Phule Nagar,2010,2,1237.2345454545455,1207.5060869565218,1267.5478260869565,60.041739130434735,,23,0
Jyotiba Phule Nagar,2010,3,1237.8224,1209.1072,1262.5919999999999,53.48479999999995,,25,0
Jyotiba Phule Nagar,2010,4,1184.29625,1161.4175,1210.7375,49.319999999999936,,16,0
Jyotiba Phule Nagar,2010,5,1160.2943181818182,1134.8464492753624,1186.421956521739,51.575507246376674,,0,1
Jyotiba Phule Nagar,2010,6,1136.2923863636365,1108.2753985507245,1162.1064130434781,53.83101449275364,,0,1
Jyotiba Phule Nagar,2010,7,1112.2904545454546,1081.7043478260869,1137.7908695652172,56.086521739130376,,23,0
Jyotiba Phule Nagar,2010,8,1134.5222222222224,1101.6829629629628,1155.9955555555555,54.31259259259264,,27,0
Jyotiba Phule Nagar,2010,9,1193.0195652173913,1157.233043478261,1212.271304347826,55.038260869564965,,23,0
Jyotiba Phule Nagar,2010,10,1212.8065489130436,1178.3708242753623,1232.6537907608695,54.28296648550713,,0,1
Jyotiba Phule Nagar,2010,11,1232.5935326086956,1199.5086050724638,1253.0362771739128,53.52767210144907,,0,1
Jyotiba Phule Nagar,2010,12,1252.3805163043478,1220.6463858695652,1273.4187635869564,52.77237771739124,,0,1
Jyotiba Phule Nagar,2011,1,1272.1675,1241.7841666666666,1293.80125,52.0170833333334,,24,0
Jyotiba Phule Nagar,2011,2,1347.3481818181817,1314.973043478261,1380.3608695652174,65.38782608695647,,23,0
Jyotiba Phule Nagar,2011,3,1347.9879999999998,1316.7176000000002,1374.9628,58.24519999999984,,25,0
Jyotiba Phule Nagar,2011,4,1289.700625,1264.78375,1318.4925,53.70875000000001,,16,0
Jyotiba Phule Nagar,2011,5,1263.5616287878788,1235.8471376811594,1292.0135507246378,56.166413043478315,,0,1
Jyotiba Phule Nagar,2011,6,1237.4226325757575,1206.910525362319,1265.5346014492752,58.624076086956165,,0,1
Jyotiba Phule Nagar,2011,7,1211.2836363636363,1177.9739130434784,1239.055652173913,61.08173913043447,,23,0
Jyotiba Phule Nagar,2011,8,1235.4959259259258,1199.7318518518518,1258.881111111111,59.149259259259225,,27,0
