district,avg_annual_HDD_10,HDD_10_cv,winter_share_HDD_10,pct_months_breach5_10,avg_annual_HDD_15,HDD_15_cv,winter_share_HDD_15,pct_months_breach5_15,avg_annual_HDD_18,HDD_18_cv,winter_share_HDD_18,pct_months_breach5_18,avg_annual_rainfall,rainfall_cv,spi1_drought_freq,spi1_wet_freq,spi3_drought_freq,monsoon_spi1_mean,rabi_spi1_mean,district_price_name,avg_modal_price,price_volatility,avg_arrival,price_cv,cluster,has_price_data
Sant Ravi Das Nagar,0.25662437825,392.06936921184143,100.0,0.1388888888888889,26.69772118590333,80.70625532703171,100.0,10.277777777777777,138.52579176675667,27.04577321580087,99.52493514783535,23.47222222222222,899.0817873738335,30.152069946464692,8.88888888888889,16.25,16.991643454038996,0.0055269357895050795,0.2786745510151492,Bhadohi(Sant Ravi Nagar),3145.666779661017,472.46619431133564,10.22050847457627,15.019588132035064,0,True
Shahjahanpur,0.6932724878,325.6996794436186,100.0,0.5555555555555556,48.162242517048334,56.879909404411364,99.95241777347633,15.694444444444445,200.76864070744668,22.817308133966847,98.80736726614967,25.694444444444443,893.4411344375167,24.636099026330537,12.36111111111111,16.52777777777778,15.459610027855152,0.0030359610283057967,0.17400373972157918,Shahjahanpur,3257.3376923076926,1274.7333145563834,96.30492307692307,39.134208208338585,1,True
Shamli,2.160281343907667,184.95888642350806,100.0,1.1111111111111112,132.70922713960334,30.109599015041844,98.75828170778722,23.194444444444446,376.39323302718003,16.708928932881314,93.81442566786207,36.388888888888886,630.6019784857167,37.911325289216734,8.194444444444445,15.694444444444445,14.902506963788301,0.012707076080517372,0.272148417056399,Shamli,3946.8214285714284,1478.4419332696693,24.85098901098901,37.45905306399431,3,True
Shravasti,0.5337239608,404.55541323345454,100.0,0.2777777777777778,35.14412087183666,72.84417453441291,99.97225709329244,12.5,165.14062345161335,26.776557512628873,99.23599631778889,24.583333333333332,1186.3327205201133,20.778315009754564,10.555555555555555,17.36111111111111,16.71309192200557,-0.0006010289719443359,0.22353433550869467,Shravasti,2497.0588235294117,11.881770515720142,10.874117647058824,0.47583062135981524,0,True
Siddharth Nagar,0.5562913863166666,433.32429635766283,100.0,0.2777777777777778,31.393023394881666,80.48918405603594,99.9957527760763,11.25,153.60727082116904,26.89934124116705,99.423871183309,24.166666666666668,1143.4110414585784,29.54509951896339,10.416666666666668,15.0,16.434540389972145,0.0003552990894083378,0.26979865213894577,Siddharth Nagar,2662.394966592428,1310.0293150657933,44.36037861915368,49.20492006272408,1,True
Sitapur,0.4848361508499999,339.5317416298684,100.0,0.4166666666666667,37.62875084236667,66.97069817108982,99.93976234618677,12.36111111111111,174.19356044441128,24.895077626987504,99.1233561024391,25.0,984.8041603262084,28.084724575813535,10.972222222222221,15.555555555555555,15.181058495821729,0.0007898696641014909,0.18422119996450861,Sitapur,2697.529126213592,596.525282464782,33.56300970873786,22.11376613760979,0,True
Sonbhadra,0.0058207829999999995,774.5966692414834,100.0,0.0,19.189040411196668,82.396506242265,100.0,9.305555555555555,122.0941328999167,26.358213104040807,99.57870269252686,22.916666666666664,980.6923526262075,24.258225392158174,10.555555555555555,17.083333333333332,17.548746518105848,-0.000703275585726737,0.19995032941008206,Sonbhadra,2949.1924324324323,611.8561632698506,51.88171171171171,20.746566298666533,0,True
Unnao,0.5706670099500001,315.6224978113024,100.0,0.5555555555555556,34.81558877444,70.03822447006254,99.95117132220052,11.666666666666666,163.68807140529165,25.056411203066226,99.26037348686675,24.583333333333332,766.1505285371417,36.64887845762805,11.944444444444445,15.833333333333332,17.827298050139277,-0.0009042758611285636,0.17350227492932815,Unnao,2456.395612244898,278.3901117093995,66.74234693877551,11.333276705171242,0,True
Varanasi,0.25662437825,392.06936921184143,100.0,0.1388888888888889,26.69772118590333,80.70625532703171,100.0,10.277777777777777,138.52579176675667,27.04577321580087,99.52493514783535,23.47222222222222,914.8907710896133,22.960551867612814,10.694444444444445,17.36111111111111,16.434540389972145,0.0006819679491024466,0.2474960149748705,Varanasi,3968.2872058823527,1508.6718760021804,128.4329411764706,38.01821283917693,4,True
Etah,0.6348364543,307.9159973426904,100.0,0.6944444444444444,53.53509043799799,49.98702574842822,99.96419791858041,16.52777777777778,212.0318578466083,21.48304764867713,98.78099270424346,25.972222222222225,677.4578529691267,29.33605974573648,8.61111111111111,15.833333333333332,16.434540389972145,0.002806145069702263,0.18956478468032292,Etah,,,,,0,False
Hapur,1.179974623,281.8105334149009,100.0,0.6944444444444444,80.21302830485999,40.065083689419666,99.87886423400276,20.416666666666668,270.1816912187633,18.663425943321144,97.62094525136465,29.444444444444446,781.8615351470751,32.75013570139802,9.722222222222223,15.972222222222221,15.32033426183844,0.010110653559026102,0.2321833730399659,Hapur,,,,,3,False
Moradabad,0.6657371984999999,308.8587549015516,100.0,0.5555555555555556,70.98737464493666,41.820981873089934,99.87276989210864,19.72222222222222,257.2562625118063,19.165825134398297,97.72170541006597,28.749999999999996,930.000871064595,31.902717513941763,9.722222222222223,16.38888888888889,15.73816155988858,0.003914796829579122,0.20373327187102933,Moradabad,,,,,1,False
Sultanpur,0.3653498491666667,411.89515766869425,100.0,0.1388888888888889,28.29924006851167,81.21206802420133,100.0,10.555555555555555,142.99800063292832,26.432930299434837,99.45604601757331,23.75,872.2094352613334,29.977922462709312,10.277777777777777,16.666666666666664,16.434540389972145,0.002125418275570068,0.242640974446141,Sultanpur,,,,,0,False
