district,year,avg_tmax,avg_tmin,avg_tmean,max_tmax,min_tmin,annual_rainfall,rainy_days,heavy_rain_days,very_heavy_rain_days,HDD_10,HDD_15,HDD_18
Banda,2021,32.12767,19.321636,25.724655,43.027184,4.236128,1072.3386,66,0,0,0.0,29.298996,132.99908
Banda,2022,32.65351,19.28735,25.97043,45.90066,4.8166156,887.2725,62,0,0,0.0,34.372562,162.86891
Banda,2023,31.987331,19.37348,25.680407,43.90571,2.9268937,558.8543,43,0,0,0.0,45.757507,141.2076
Banda,2024,32.35418,19.969238,26.161709,46.580837,4.7539787,794.30914,62,2,0,0.6013098,40.42797,160.33957
Banda,2025,31.84177,19.201506,25.521639,44.168285,6.059254,1003.6176,58,2,1,0.0,19.859463,133.81139
Barabanki,1966,33.130684,19.057014,26.09385,46.64,4.96,706.8181,52,0,0,0.0,3.7750006,115.835
Barabanki,1967,31.988602,18.74411,25.366356,43.82,3.38,1063.3057,64,2,0,0.0,18.324999,122.869995
Barabanki,1968,31.80694,18.493935,25.150436,43.54,4.1,949.99695,63,1,0,0.0,31.330002,176.18001
Barabanki,1969,32.608685,19.190823,25.899754,44.73,4.34,989.245,61,1,0,0.0,15.3600025,144.23
Barabanki,1970,31.962412,18.851452,25.406933,45.22,5.14,1404.2522,68,5,0,0.0,8.694998,163.095
Barabanki,1971,30.694082,18.326878,24.51048,40.5,4.13,1814.927,86,6,1,0.0,21.670002,171.12
Barabanki,1972,32.478554,18.951038,25.714796,45.27,3.64,681.75726,47,0,0,0.0,30.98,166.24501
Barabanki,1973,32.22474,19.516987,25.870863,43.98,3.93,971.3086,71,1,0,0.0,28.134998,133.595
Barabanki,1974,32.541725,18.773096,25.657412,44.32,3.01,1037.2766,57,2,0,0.0,35.09,197.79001
Barabanki,1975,32.06808,18.588192,25.328136,44.41,4.4,1496.3701,72,6,1,0.0,17.914999,178.925
Barabanki,1976,32.128468,18.551394,25.339931,44.06,4.59,776.7823,63,0,0,0.0,11.924998,130.16501
Barabanki,1977,32.027863,18.985342,25.506603,44.03,4.36,841.7015,69,0,0,0.0,28.77,142.93
Barabanki,1978,31.505123,18.87674,25.190933,45.2,4.13,1005.0956,71,1,0,0.0,31.909996,178.38
Barabanki,1979,32.70789,19.041672,25.87478,45.23,6.73,768.2057,39,2,0,0.0,4.295001,103.770004
Barabanki,1980,32.029564,19.264837,25.6472,44.41,4.18,1611.0638,66,6,1,0.0,16.33,127.54501
Barabanki,1981,31.296303,18.648136,24.97222,43.15,5.91,1400.0415,62,3,2,0.0,13.859998,155.08499
Barabanki,1982,31.410164,18.588657,24.99941,42.44,6.1,1476.8485,69,3,1,0.0,4.9299974,129.915
Barabanki,1983,30.497343,18.332493,24.414919,43.05,4.24,1449.7522,68,4,1,0.03999996,85.520004,234.81999
Barabanki,1984,31.694042,18.743525,25.218784,44.58,5.08,1299.234,49,3,1,0.0,22.290003,172.01001
Barabanki,1985,32.221344,19.310575,25.765959,44.3,7.0,1261.3038,75,3,0,0.0,3.909999,87.52
Barabanki,1986,31.60937,18.884905,25.247137,44.15,4.39,973.3585,55,1,1,0.0,21.410004,126.25
Barabanki,1987,32.640682,19.324522,25.982603,44.76,5.91,901.7375,56,2,0,0.0,9.385,116.76
Barabanki,1988,32.465847,19.158743,25.812294,45.18,5.48,1405.2697,72,2,0,0.0,2.494999,72.45
Barabanki,1989,31.777288,18.814713,25.296,42.15,4.43,953.4684,67,1,0,0.0,39.72,167.02
Barabanki,1990,31.538084,18.81515,25.176617,43.22,3.25,970.2142,78,0,0,0.0,24.565002,103.060005
Barabanki,1991,32.25044,18.631973,25.441206,42.87,4.04,927.8057,63,0,0,0.0,35.97,142.495
Barabanki,1992,32.387787,18.61847,25.503128,44.42,4.16,899.03143,58,1,0,0.0,23.174997,160.005
Barabanki,1993,32.262768,19.283068,25.772919,43.71,5.25,910.6563,70,1,1,0.0,13.910003,120.465004
Barabanki,1994,32.07852,19.442877,25.7607,44.43,6.47,908.1676,63,2,0,0.0,6.669998,85.079994
Barabanki,1995,32.42504,19.804659,26.11485,45.15,5.46,891.7684,60,1,0,0.0,18.740002,116.700005
Barabanki,1996,32.015465,19.04011,25.527786,44.91,5.49,889.89105,65,0,0,0.0,7.3150015,122.475006
Barabanki,1997,30.91789,18.871698,24.894793,42.54,5.12,688.3751,52,1,0,0.0,38.879997,200.86499
Barabanki,1998,31.781889,19.945124,25.863506,44.6,5.25,518.2184,47,0,0,0.0,39.49,147.54001
Barabanki,1999,32.028603,19.59359,25.811096,43.98,4.9,707.91815,61,0,0,0.40499973,46.82,160.98999
Barabanki,2000,31.516556,19.061394,25.288975,41.78,5.31,1190.9247,74,1,0,0.0,30.42,139.54001
Barabanki,2001,31.813316,19.276411,25.544863,43.08,4.44,904.9602,71,0,0,0.0,34.585003,162.545
Barabanki,2002,32.148495,19.836437,25.992466,43.65,4.5,681.3246,60,1,0,0.0,16.21,114.26
Barabanki,2003,31.163506,19.33411,25.24881,44.61,2.84,1108.325,74,0,0,14.914999,135.75,263.59
Barabanki,2004,31.610847,19.548004,25.579428,43.49,4.71,872.69696,60,2,0,1.0100002,57.38,193.61
Barabanki,2005,32.20255,19.560932,25.88174,45.55,5.83,1084.5355,62,1,0,0.0,4.294999,126.22
Barabanki,2006,32.45485,19.406029,25.930439,42.87,4.07,518.0836,39,0,0,0.0,17.990004,98.665
Barabanki,2007,31.941917,18.794,25.367958,44.08,5.46,716.03015,55,1,0,0.0,15.719998,132.455
Barabanki,2008,31.46287,19.442158,25.452515,42.86,4.24,1027.7831,73,1,0,0.0,23.789999,126.475
Barabanki,2009,32.512386,19.88896,26.200672,44.15,6.87,777.33734,58,2,0,0.0,11.444999,73.94999
Barabanki,2010,32.489998,20.287233,26.388617,44.16,5.65,810.4489,60,1,0,0.0,59.105,177.44
Barabanki,2011,31.303288,19.29978,25.301533,42.16,3.83,1045.909,67,1,0,4.615,79.80499,211.08499
Barabanki,2012,31.824919,19.076832,25.450872,44.45,4.96,986.10034,55,0,0,0.0,51.530003,194.78
Barabanki,2013,31.048164,18.888165,24.968164,42.65,1.64,1078.0586,67,2,0,7.5149984,72.145,193.60999
Barabanki,2014,31.235287,18.891579,25.063435,45.080517,4.834724,860.5085,50,2,1,0.0,74.99925,260.77527
Barabanki,2015,31.893847,19.834538,25.864193,45.376274,6.094386,617.88544,50,0,0,0.0,52.435593,196.20612
Barabanki,2016,32.480305,19.798925,26.139616,43.374092,4.3700595,952.07544,63,0,0,0.0,13.863282,97.000206
Barabanki,2017,32.457645,19.609941,26.033794,44.43876,3.76611,724.5292,56,0,0,0.0,13.042868,102.90711
Barabanki,2018,32.30594,18.998804,25.65237,44.13442,4.434754,1005.637,59,1,0,0.0,39.97761,177.09764
Barabanki,2019,31.397514,19.409262,25.403389,44.743034,3.109939,1328.1283,72,3,0,6.588046,60.882027,208.4863
Barabanki,2020,30.81894,19.212318,25.015627,44.069393,4.724036,1403.1318,70,5,1,0.0,39.101463,198.8903
Barabanki,2021,31.326681,19.337603,25.332142,41.8128,4.9436755,1374.588,79,2,1,0.0,43.86681,164.87955
Barabanki,2022,31.88027,19.500923,25.690598,43.657692,5.260952,1060.0032,60,2,2,0.74341583,49.58538,199.57928
Barabanki,2023,31.476889,19.528252,25.502571,42.06507,3.7894354,947.20667,57,2,0,2.5700865,63.393673,168.91724
Barabanki,2024,32.05287,19.991646,26.022259,45.93885,5.0920916,765.9419,51,0,0,0.4745674,63.095993,196.37503
Barabanki,2025,31.52929,19.346193,25.43774,42.815617,6.3371925,910.78394,55,3,0,0.0,36.478844,163.40561
Bareilly,1966,30.759972,17.045973,23.902973,44.72,4.69,785.3427,53,1,0,0.0,37.89,243.465
Bareilly,1967,29.679808,16.903753,23.29178,42.19,3.05,1280.064,74,1,0,0.0,69.5,272.41
Bareilly,1968,29.634892,16.69093,23.16291,41.55,3.58,1088.4172,63,2,0,0.0,111.885,354.975
Bareilly,1969,30.484932,17.221369,23.853151,42.83,3.54,725.50995,49,2,0,0.0,66.985,282.715
Bareilly,1970,30.120275,16.955013,23.537645,42.9,4.5,812.6731,61,0,0,0.0,63.455,319.995
Bareilly,1971,28.94611,16.564932,22.75552,38.17,3.08,1039.7211,74,2,1,0.0,89.420006,314.885
Bareilly,1972,30.228554,16.913033,23.570793,42.67,3.49,555.63306,59,0,0,0.0,92.96999,325.785
Bareilly,1973,29.931643,17.479069,23.705357,42.61,2.4,880.45874,82,0,0,1.1700001,101.009995,304.69
Bareilly,1974,30.366987,16.959835,23.663412,41.74,1.65,603.5498,58,1,0,1.4400005,118.229996,357.43
Bareilly,1975,29.370602,16.924274,23.14744,41.44,4.06,1320.6357,48,4,1,0.0,99.09,359.98
Bareilly,1976,29.667322,16.863361,23.265343,42.01,4.93,634.6171,47,0,0,0.0,46.049995,252.6
Bareilly,1977,29.777481,17.087452,23.432465,41.36,3.46,589.2154,52,0,0,0.64500046,79.395004,258.23
Bareilly,1978,29.683561,16.904137,23.29385,42.6,3.2,1575.3812,73,2,1,0.0,94.82001,332.675
Bareilly,1979,30.537588,17.16167,23.84963,42.2,5.01,719.1973,52,0,0,0.0,61.435005,287.97498
Bareilly,1980,30.133688,17.399261,23.766476,41.97,3.93,651.5275,66,0,0,0.14000034,64.555,260.69
Bareilly,1981,29.538164,16.969645,23.253904,41.93,4.48,540.34766,48,0,0,0.0,77.095,302.14502
Bareilly,1982,29.083754,16.90811,22.99593,40.83,5.46,829.64545,53,0,0,0.0,55.319996,325.095
Bareilly,1983,28.816355,16.676903,22.74663,40.98,3.83,1471.2281,77,3,2,0.64000034,130.23,361.22498
Bareilly,1984,29.680191,16.795546,23.237867,42.09,3.51,965.7068,58,0,0,0.34000015,115.509995,362.78
Bareilly,1985,29.756931,17.172876,23.464905,41.28,5.04,1083.44,62,3,0,0.0,77.645,287.45
Bareilly,1986,29.512903,16.800055,23.15648,41.25,4.22,1089.842,58,3,1,0.0,87.485,305.575
Bareilly,1987,31.026001,17.245451,24.135727,41.91,4.31,443.81876,29,0,0,0.0,40.899998,224.435
Bareilly,1988,30.424946,17.506557,23.965752,43.4,4.17,1179.2322,66,2,0,0.0,20.935001,190.825
Bareilly,1989,29.611315,16.55978,23.085546,40.65,3.11,707.6424,52,1,0,0.60999966,123.00001,371.065
Bareilly,1990,29.376656,17.02611,23.201384,41.13,2.82,1060.7002,73,2,0,3.8999996,63.965004,272.61
Bareilly,1991,30.098358,16.975233,23.536793,40.44,2.36,584.6895,40,0,0,2.2799997,100.05499,292.825
Bareilly,1992,29.794044,16.856775,23.325409,42.33,3.7,984.9299,56,1,1,0.0,71.244995,300.15
Bareilly,1993,29.953205,17.40504,23.679123,41.5,4.0,824.7004,59,2,0,0.0,64.35999,243.48502
Bareilly,1994,30.296303,17.409096,23.8527,42.49,4.29,692.60974,44,1,0,0.0,41.39,222.115
Bareilly,1995,30.064081,17.437206,23.750645,43.65,3.84,676.06683,52,0,0,0.0,79.575,299.035
Bareilly,1996,29.6312,17.204206,23.417706,41.32,3.98,769.8194,62,0,0,0.0,57.575005,287.96503
Bareilly,1997,28.409536,16.956575,22.683056,40.22,3.99,490.8303,37,0,0,1.375,136.75,379.43
Bareilly,1998,29.508549,17.905424,23.706985,42.3,4.32,872.2691,71,0,0,0.0,86.65501,296.005
Bareilly,1999,30.077261,17.627699,23.85248,41.91,4.85,663.1581,52,0,0,2.2149992,110.92,302.77
Bareilly,2000,29.22713,17.280546,23.25384,39.47,4.53,1080.214,71,2,0,0.119999886,73.91,314.21002
Bareilly,2001,29.63948,17.521862,23.580671,40.52,4.31,690.6452,45,0,0,0.47999954,105.125,305.155
Bareilly,2002,29.919315,18.013178,23.966246,41.12,4.05,766.58405,52,2,0,0.0,80.149994,274.76
Bareilly,2003,28.837864,17.676958,23.257412,42.07,3.48,1180.4753,77,1,0,15.4349985,184.63998,407.33002
Bareilly,2004,29.517921,18.148306,23.833115,42.12,4.39,677.1682,56,0,0,1.4900007,122.315,305.3
Bareilly,2005,29.607561,17.48693,23.547247,43.49,5.25,700.2734,55,1,0,0.0,81.575005,306.065
Bareilly,2006,30.356,17.925945,24.140972,39.93,3.25,541.83014,40,0,0,0.0,47.82,192.95999
Bareilly,2007,29.79293,17.370274,23.581604,41.46,3.41,824.82324,64,1,0,0.0,74.14,272.585
Bareilly,2008,29.382431,17.505684,23.44406,40.75,3.54,969.4513,60,1,0,0.22500038,99.34499,281.05
Bareilly,2009,30.511095,17.822603,24.166851,42.05,4.89,827.718,41,4,1,0.0,43.71,202.73
Bareilly,2010,30.36926,18.273947,24.321602,42.05,5.28,1025.6407,69,0,0,0.0,93.66,293.16
Bareilly,2011,29.235863,17.442055,23.338959,40.02,3.32,1420.0054,69,5,1,11.52,132.175,335.95
Bareilly,2012,29.751778,17.249043,23.50041,42.64,2.69,845.46155,53,2,0,0.069999695,135.76,361.645
Bareilly,2013,29.161644,17.131947,23.146795,40.88,0.99,1061.4443,65,1,0,16.61,130.905,343.3
Bareilly,2014,29.402555,17.111855,23.257206,42.911453,3.9523187,487.5394,47,0,0,0.069556236,164.84616,406.8218
Bareilly,2015,29.672195,17.857271,23.764734,41.94697,4.2732015,674.2894,39,0,0,0.0,111.67715,302.3277
Bareilly,2016,30.562855,17.919199,24.241026,41.457237,3.7562463,995.8363,58,0,0,0.0,44.32869,209.32709
Bareilly,2017,30.370403,17.675148,24.022778,41.838978,2.6023436,860.68,50,1,0,0.47848988,50.03371,243.17511
Bareilly,2018,30.157751,17.097054,23.6274,42.431183,3.4552166,1148.8583,59,2,0,0.0,95.308464,298.92706
Bareilly,2019,29.266949,17.582148,23.424547,42.60834,2.4855237,855.3048,63,0,0,10.820515,145.43579,394.71396
Bareilly,2020,29.139668,17.369911,23.25479,42.288376,3.509431,869.06024,65,1,0,0.0,137.54964,354.70035
Bareilly,2021,29.67066,17.751438,23.71105,39.978443,4.2780232,1097.516,50,1,1,0.0,96.00468,274.77625
Bareilly,2022,29.984468,18.222271,24.10337,41.51883,4.93487,915.382,49,3,0,0.0,127.187744,334.10757
Bareilly,2023,29.440804,17.741686,23.591246,40.335274,3.6327503,883.1736,52,1,0,4.681733,90.03059,262.67398
Bareilly,2024,30.07272,18.183489,24.128105,43.572426,4.6217756,973.1236,47,4,1,1.2115946,124.091156,340.1823
Bareilly,2025,29.674793,17.873478,23.774136,40.35554,5.4478235,806.6646,52,1,0,0.0,54.76496,228.31009
Basti,1966,33.07411,19.073835,26.073973,45.91,5.37,713.3385,47,1,0,0.0,2.8300009,114.04001
Basti,1967,32.14567,18.719177,25.432425,44.21,3.75,1339.092,70,3,0,0.0,9.440001,100.53
Basti,1968,31.751747,18.529509,25.140627,44.12,5.01,1105.156,54,4,0,0.0,24.325,161.545
Basti,1969,32.503014,19.217123,25.860067,43.97,4.6,1069.8307,64,1,0,0.0,14.180002,132.09
Basti,1970,31.808493,18.874302,25.341398,44.93,5.29,1075.0906,57,1,0,0.0,7.6049986,148.075
Basti,1971,30.66981,18.378218,24.524014,39.61,4.41,929.85974,58,1,0,0.0,14.91,148.535
Basti,1972,32.384342,18.984426,25.684385,44.64,4.02,634.34314,46,0,0,0.0,24.140003,151.005
Basti,1973,32.216904,19.583973,25.900438,43.21,4.31,321.04138,33,0,0,0.0,20.225002,116.87001
Basti,1974,32.53885,18.855095,25.696972,43.68,3.8,1184.604,72,5,0,0.0,28.064999,179.415
Basti,1975,32.054604,18.560383,25.307493,43.96,4.11,1404.4346,75,3,0,0.0,17.044996,172.91501
Basti,1976,32.07847,18.44407,25.26127,43.22,4.79,1250.1981,62,4,1,0.0,9.6449995,124.100006
Basti,1977,31.935999,18.730959,25.333479,43.62,4.17,814.2908,66,0,0,0.0,24.825,142.065
Basti,1978,31.371122,18.866713,25.11892,44.82,4.12,1228.5627,75,3,1,0.0,28.794998,166.48
Basti,1979,32.753864,19.32874,26.041302,44.36,6.8,687.26105,54,0,0,0.0,2.4700022,90.775
Basti,1980,32.04746,19.35429,25.700872,44.2,4.82,1479.3231,69,2,0,0.0,12.994999,116.965
Basti,1981,31.373178,18.744165,25.058672,42.49,5.88,1309.3752,55,4,0,0.0,11.174998,139.505
Basti,1982,31.498493,18.268988,24.883741,41.76,6.19,822.87665,56,2,0,0.0,4.3449993,118.77501
Basti,1983,31.270355,18.264877,24.767616,43.74,4.45,1315.8909,76,2,1,0.0,68.68,204.415
Basti,1984,31.765793,18.457186,25.111488,44.23,5.19,1707.1019,80,6,1,0.0,14.834999,150.585
Basti,1985,32.036,19.207123,25.621561,44.11,6.71,1093.9868,62,2,0,0.0,3.500001,83.81
Basti,1986,31.572247,18.74011,25.156178,43.53,3.96,1028.1709,68,0,0,0.0,19.41,118.465004
Basti,1987,32.60241,19.172384,25.887398,43.89,5.5,1128.8402,57,5,0,0.0,10.664997,104.81
Basti,1988,32.2441,19.12336,25.68373,44.05,5.64,1233.5095,62,2,0,0.0,2.0800009,66.619995
Basti,1989,31.83241,18.586685,25.209549,41.61,4.38,1374.8076,65,4,1,0.0,35.655,158.405
Basti,1990,31.514822,18.065807,24.790314,42.51,3.48,1572.2964,74,4,0,0.0,22.995,107.095
Basti,1991,32.209835,18.558548,25.38419,41.96,4.5,763.6701,52,0,0,0.0,30.380001,132.95001
Basti,1992,32.382133,18.583498,25.482815,43.79,4.18,1045.6595,55,4,0,0.0,18.745003,151.78001
Basti,1993,31.88559,18.441042,25.163317,43.03,5.29,1045.5261,69,2,1,0.0,14.134998,126.115
Basti,1994,31.959316,19.429892,25.694603,43.8,6.52,1140.5996,59,3,1,0.0,5.379999,78.240005
Basti,1995,32.423286,19.468931,25.94611,44.38,5.56,1135.587,61,2,0,0.0,15.0199995,108.635
Basti,1996,31.981802,18.851967,25.416885,44.43,5.46,917.276,59,2,0,0.0,5.3599977,118.34501
Basti,1997,31.007587,18.831013,24.919302,42.22,4.97,543.7949,35,3,0,0.0,33.65,185.315
Basti,1998,31.659725,19.93422,25.79697,44.23,5.38,714.74066,44,1,0,0.0,37.45,142.25
Basti,1999,31.965288,19.518248,25.741768,43.8,5.09,37.12349,1,0,0,0.0,38.574997,142.355
Basti,2000,31.556147,18.784426,25.170288,41.56,5.24,1429.8062,89,1,0,0.0,30.494999,134.685
Basti,2001,31.729149,18.835535,25.282341,42.39,4.4,1378.7058,63,4,1,0.0,33.58,162.765
Basti,2002,32.27967,19.613014,25.946342,43.36,4.5,682.7165,54,1,0,0.0,12.620001,100.340004
Basti,2003,31.356218,19.055452,25.205835,44.24,2.55,1177.9825,65,2,0,9.954999,122.495,243.46999
Basti,2004,31.744482,19.226995,25.485739,42.95,4.59,733.08124,44,1,1,0.7399998,55.41,185.91
Basti,2005,32.304493,19.480137,25.892317,45.18,5.77,1008.589,55,1,0,0.0,3.9500008,117.55999
Basti,2006,32.543808,19.25419,25.899,42.81,4.27,592.9365,37,1,0,0.0,14.934998,93.649994
Basti,2007,31.935396,18.604658,25.270027,43.89,5.43,1325.0437,59,4,2,0.0,12.000001,125.06
Basti,2008,31.594564,19.15295,25.373756,43.06,4.57,1708.1573,68,6,0,0.0,18.220003,126.35
Basti,2009,32.651943,19.570684,26.111315,43.49,6.2,921.5152,57,1,0,0.0,11.309999,76.075
Basti,2010,32.749153,20.113453,26.431301,44.23,4.83,1003.30273,54,2,1,0.0,66.88,184.07
Basti,2011,31.666574,19.113754,25.390165,42.32,3.37,1027.6746,77,1,0,1.6049995,75.96001,199.79
Basti,2012,32.311256,18.97082,25.641039,44.93,4.58,1116.1842,52,3,1,0.0,36.379997,158.54999
Basti,2013,31.643507,18.99096,25.317232,42.58,1.04,1338.8123,55,3,2,4.6950006,59.315002,159.88501
Basti,2014,31.37874,18.807346,25.093044,44.096733,4.717622,938.1596,53,3,0,0.0,61.400578,233.78722
Basti,2015,32.161568,19.679525,25.920547,45.0879,5.2696867,717.98267,42,1,0,0.0,36.59728,161.4679
Basti,2016,32.444443,19.581366,26.012903,43.812206,4.056294,995.3212,59,3,0,0.0,12.484102,112.78977
Basti,2017,32.2863,19.700287,25.993296,43.851044,3.7214484,969.8303,57,0,0,0.0,13.21563,103.89334
Basti,2018,32.091007,19.131098,25.611053,43.50787,4.077666,628.69354,48,0,0,0.0,57.752483,190.7797
Basti,2019,31.56719,19.630959,25.599073,44.35156,3.2644243,1212.8844,51,4,1,4.1236267,51.689827,179.21422
Basti,2020,30.776741,19.18477,24.980755,43.68346,4.99546,1521.6427,80,5,0,0.0,34.474503,190.10072
Basti,2021,31.163406,19.349913,25.256659,41.90561,3.7945313,1337.814,69,3,0,0.0,44.18832,159.87189
Basti,2022,31.825045,19.631243,25.728144,42.515564,5.8915796,749.66144,45,2,0,0.28871346,42.401546,178.90247
Basti,2023,31.787762,19.6927,25.740229,42.35128,4.50197,535.8738,40,1,0,0.51365185,57.16436,154.77051
Basti,2024,32.044483,20.0948,26.069643,45.370407,5.2668915,1052.676,46,3,2,0.0,61.34284,183.64131
Basti,2025,31.445324,19.613441,25.529383,42.82119,6.260273,760.7988,64,0,0,0.0,38.162937,158.626
Bijnor,1966,27.82641,14.723479,21.274944,40.77,2.98,1162.775,53,6,1,0.0,151.38501,438.04498
Bijnor,1967,26.725698,14.582576,20.654137,38.99,2.14,1323.0599,61,6,0,2.2799997,191.975,527.16003
Bijnor,1968,26.65183,14.341721,20.496775,38.05,2.05,894.0983,46,1,1,11.820001,285.395,614.03503
Bijnor,1969,27.380932,14.863013,21.121973,38.34,1.95,1375.3768,64,3,2,3.9550009,207.185,498.685
Bijnor,1970,27.06559,14.530055,20.797823,39.75,2.64,1132.5065,63,1,0,5.074998,246.81999,588.885
Bijnor,1971,26.227999,14.344657,20.286327,34.49,2.2,1094.1344,78,1,0,9.2,225.59,549.465
Bijnor,1972,27.229097,14.664344,20.946722,39.97,2.16,793.26886,48,2,0,10.845001,230.475,550.29
Bijnor,1973,26.924055,15.195479,21.059767,39.52,1.35,1585.8899,69,6,2,18.115002,244.05002,554.945
Bijnor,1974,27.410767,14.601781,21.006273,38.67,-0.26,567.3821,44,1,0,19.714998,277.9,581.605
Bijnor,1975,26.28663,14.53696,20.411795,38.22,2.59,1122.5248,69,2,1,7.364998,282.33,630.105
Bijnor,1976,26.560465,14.474289,20.517376,39.05,2.98,820.402,53,1,0,0.26000023,193.66498,530.33496
Bijnor,1977,26.716684,14.671314,20.694,37.97,1.73,935.5663,70,0,0,11.015,195.7,473.15503
Bijnor,1978,26.572493,14.626548,20.599522,39.26,1.95,1727.8192,72,6,1,7.91,260.26498,605.48
Bijnor,1979,27.182684,14.801644,20.992165,37.69,3.21,685.4275,47,0,0,1.4950008,222.315,537.19
Bijnor,1980,27.072378,15.096721,21.084549,38.17,2.72,805.9582,69,0,0,5.789999,195.715,501.905
Bijnor,1981,26.527863,14.726164,20.627014,38.37,2.93,839.84094,66,0,0,1.9299994,235.35,576.78503
Bijnor,1982,25.991013,14.329699,20.160357,37.31,3.76,1064.9376,71,1,0,0.7399998,262.505,619.08997
Bijnor,1983,25.835152,13.899754,19.867453,37.78,2.25,1435.2081,75,4,0,19.690002,295.155,666.87
Bijnor,1984,26.60306,14.460984,20.532022,39.18,1.47,1103.5352,68,2,0,16.954998,302.96,629.91
Bijnor,1985,26.992575,14.827424,20.91,37.73,3.52,1332.2749,61,5,2,3.4099998,197.97,487.625
Bijnor,1986,26.30696,14.253726,20.280342,37.98,2.55,1002.60187,54,1,0,4.3200006,249.64499,571.27
Bijnor,1987,27.998932,15.293178,21.646055,38.64,3.58,491.22745,37,1,0,0.0,141.895,425.40002
Bijnor,1988,27.323524,15.254017,21.28877,40.02,2.59,1300.3145,69,3,0,0.0,118.06,423.665
Bijnor,1989,26.65433,14.44948,20.551903,37.09,1.52,1282.6823,56,3,2,16.544998,287.85498,604.325
Bijnor,1990,26.340302,14.844712,20.592506,37.52,2.21,1609.5804,77,4,2,10.309999,187.64499,521.78503
Bijnor,1991,26.942053,14.752685,20.84737,36.54,1.6,1110.3531,59,4,1,19.735,221.93001,548.615
Bijnor,1992,26.557295,14.64429,20.600792,38.4,2.93,1135.7706,50,3,1,4.050001,218.045,532.745
Bijnor,1993,26.90274,15.132686,21.017712,38.22,2.43,1217.8546,57,4,2,7.375001,181.015,486.745
Bijnor,1994,27.037672,14.937534,20.987602,39.16,2.42,1204.9473,52,7,0,1.7600002,171.845,468.745
Bijnor,1995,26.703289,15.136165,20.919727,40.35,2.21,1629.3893,69,6,2,5.0300007,243.70999,567.32996
Bijnor,1996,26.491858,14.689536,20.590696,37.38,2.37,1132.5236,66,0,0,0.375,218.76001,537.14
Bijnor,1997,25.194109,14.70074,19.947424,36.33,2.3,620.25,32,1,0,21.579998,314.095,645.08
Bijnor,1998,26.367395,15.577042,20.97222,38.93,2.4,1779.8927,75,5,0,6.1000023,237.54001,551.245
Bijnor,1999,26.864904,15.7112055,21.288055,38.4,4.12,1140.2515,59,2,1,17.630001,216.29001,495.52502
Bijnor,2000,26.08713,15.251311,20.669222,35.44,2.42,1492.8712,57,5,1,5.1400003,233.96,548.555
Bijnor,2001,26.790081,15.321041,21.055561,36.84,2.63,863.2439,52,1,0,11.070001,210.66,505.35
Bijnor,2002,26.674301,15.773342,21.223822,37.04,3.51,948.5556,44,4,1,4.3100014,193.16501,490.24
Bijnor,2003,25.887974,15.337206,20.612589,38.29,2.51,1345.0903,64,3,1,38.935005,308.65002,620.995
Bijnor,2004,26.674154,15.837077,21.255615,38.17,3.07,1055.1691,56,1,0,9.455,221.515,493.08502
Bijnor,2005,26.556055,15.137096,20.846575,39.14,3.02,1299.1543,54,7,1,6.7700005,248.06,557.47
Bijnor,2006,27.119507,15.75115,21.43533,36.39,1.49,908.7246,40,1,1,1.5099993,137.0,379.71997
Bijnor,2007,26.51474,15.363041,20.93889,37.72,1.71,1069.7058,62,0,0,2.7700014,214.85,540.12
Bijnor,2008,26.737324,15.135137,20.93623,37.82,0.16,1046.8373,62,2,0,22.239998,227.37,484.39
Bijnor,2009,27.885563,15.476932,21.681246,38.63,3.35,830.50867,39,2,0,0.23999977,119.81,398.205
Bijnor,2010,27.699314,15.812328,21.755821,38.92,3.93,1404.2574,60,4,2,3.8550005,202.64,472.32
Bijnor,2011,26.65515,15.413507,21.034328,37.01,2.46,1013.10455,61,1,1,19.539999,239.0,506.595
Bijnor,2012,27.042187,15.265327,21.153757,39.74,1.01,474.32993,41,0,0,13.695,255.645,576.495
Bijnor,2013,26.639261,15.343261,20.99126,39.28,0.69,1085.2643,64,2,0,25.500002,233.57501,538.19
Bijnor,2014,26.801397,15.196359,20.998878,39.750736,3.145982,907.3428,49,2,1,4.359399,280.2033,588.1312
Bijnor,2015,26.794455,15.757989,21.276222,38.125874,3.0406954,953.37537,52,1,0,1.5952597,215.95255,489.40378
Bijnor,2016,27.877098,16.154705,22.015902,38.294468,3.1795776,901.0908,51,2,0,4.958783,111.86063,347.28345
Bijnor,2017,27.640997,15.71553,21.678265,39.05962,1.3054848,983.2405,50,3,0,6.563099,135.41011,440.7489
Bijnor,2018,27.462685,15.334676,21.398682,38.70617,2.0996377,969.6912,58,3,0,0.95978165,186.0036,448.57858
Bijnor,2019,26.025263,15.3007555,20.66301,38.894,2.273818,982.59546,56,0,0,25.056396,322.6728,658.96094
Bijnor,2020,26.206202,15.0790415,20.64262,38.36256,2.3201506,1031.7561,65,2,0,11.125471,288.94855,623.4844
Bijnor,2021,26.77982,15.577448,21.178633,36.158157,3.4979308,1222.5854,58,3,1,2.2956915,192.03159,465.91122
Bijnor,2022,26.926151,16.047935,21.487043,39.184166,2.2428744,1048.111,56,4,1,10.894264,256.14505,560.38416
Bijnor,2023,26.36917,15.5041895,20.93668,37.374264,2.1912074,1466.425,71,5,0,9.896713,176.87279,441.2892
