district,year,avg_tmax,avg_tmin,avg_tmean,max_tmax,min_tmin,annual_rainfall,rainy_days,heavy_rain_days,very_heavy_rain_days,HDD_10,HDD_15,HDD_18
Agra,1966,33.338245,18.66759,26.002918,47.53,4.53,660.4054,38,1,0,0.0,7.404999,165.39
Agra,1967,32.18674,18.516027,25.351383,45.95,3.35,1069.791,64,2,0,0.0,40.085,181.63
Agra,1968,32.22142,18.295273,25.258347,44.66,3.49,553.08276,37,0,0,0.0,67.21,252.225
Agra,1969,33.072575,18.649206,25.86089,45.68,2.94,700.8864,42,0,0,0.0,33.445,208.63
Agra,1970,32.68066,18.29882,25.489738,46.42,4.41,617.8229,41,0,0,0.0,27.630001,214.29
Agra,1971,31.416,17.99937,24.707684,42.1,2.82,708.2202,55,0,0,0.0,55.640003,235.96
Agra,1972,32.77082,18.381147,25.575983,46.34,3.25,567.7874,36,0,0,0.0,53.45,228.485
Agra,1973,32.431564,18.746685,25.589125,46.47,1.48,798.26746,60,0,0,5.3200006,87.91,245.82
Agra,1974,32.656605,18.332438,25.49452,45.05,1.74,537.3428,35,0,0,0.0,83.965004,285.83502
Agra,1975,31.66282,18.250875,24.95685,45.04,3.83,551.09564,38,0,0,0.0,56.45001,269.59003
Agra,1976,32.054344,18.505245,25.279797,45.5,4.26,582.88354,57,0,0,0.0,28.555004,168.16501
Agra,1977,32.174683,18.509945,25.342316,45.14,3.1,924.3524,63,1,0,0.0,52.714996,182.305
Agra,1978,32.144302,18.377506,25.260906,45.63,2.83,571.25836,44,0,0,0.0,51.300003,241.13501
Agra,1979,33.036934,18.78663,25.91178,45.74,4.44,351.7204,28,0,0,0.0,22.220001,178.08499
Agra,1980,32.73361,18.963934,25.848772,45.65,3.49,714.26086,56,0,0,0.0,37.935,184.65
Agra,1981,32.430687,18.471754,25.45122,46.11,4.13,805.1968,40,2,1,0.0,31.710003,202.035
Agra,1982,31.665535,18.594301,25.129917,44.03,5.33,793.8373,56,2,0,0.0,24.110004,207.195
Agra,1983,31.367506,18.11104,24.739273,44.16,3.24,773.76526,59,1,0,0.28499985,80.43,251.845
Agra,1984,32.438686,18.113743,25.276215,45.96,3.53,546.29156,44,0,0,0.0,57.940002,250.47
Agra,1985,32.353752,18.580055,25.466904,44.92,4.41,882.2188,61,0,0,0.0,37.785007,196.45001
Agra,1986,32.125122,18.247864,25.186495,45.67,3.27,519.2715,33,0,0,0.0,63.440002,228.95499
Agra,1987,33.78811,18.64033,26.21422,46.05,3.97,363.15775,32,0,0,0.0,24.27,172.285
Agra,1988,33.073906,19.053524,26.063717,47.18,4.59,750.318,56,0,0,0.0,9.039999,120.01
Agra,1989,32.44389,17.878466,25.161179,44.96,2.84,507.09427,33,0,0,0.24499989,81.695,267.135
Agra,1990,32.10378,18.867918,25.48585,44.45,3.35,580.6133,45,1,0,0.7300005,33.965,154.845
Agra,1991,32.77348,18.745096,25.759287,43.85,3.32,423.8817,37,0,0,0.2800007,66.895,193.36
Agra,1992,32.37041,18.452595,25.411503,45.8,4.13,994.27435,60,1,0,0.0,29.305,191.46
Agra,1993,32.76058,18.893726,25.82715,45.31,4.18,682.635,35,2,0,0.0,31.634996,164.17499
Agra,1994,32.990932,18.684465,25.837698,47.01,4.74,717.6587,39,0,0,0.0,17.83,146.26
Agra,1995,32.72915,18.860054,25.794603,47.17,3.37,771.4011,47,0,0,0.0,40.935005,204.425
Agra,1996,32.234673,18.381311,25.307991,44.76,3.22,1124.5314,61,3,1,0.0,26.095001,203.315
Agra,1997,30.904026,18.344164,24.624096,43.61,4.42,362.14877,39,0,0,0.29500008,86.625,290.895
Agra,1998,32.13745,19.387424,25.762438,47.11,3.96,653.52155,55,0,0,0.0,50.969997,203.61499
Agra,1999,32.68293,18.913013,25.797972,45.36,4.22,710.16394,52,0,0,0.96500015,76.285,237.6
Agra,2000,32.150192,18.709864,25.430027,43.51,4.64,363.8305,44,0,0,0.0,44.06,216.47
Agra,2001,32.303917,18.836027,25.569973,44.05,4.05,497.76733,59,0,0,0.0,71.41,234.655
Agra,2002,32.84844,19.572493,26.210466,45.45,4.23,422.1166,43,0,0,0.0,40.76,185.43001
Agra,2003,31.41885,19.120054,25.269451,45.77,3.41,528.34705,46,0,0,8.699998,149.345,317.25998
Agra,2004,32.122704,19.516476,25.81959,45.19,4.83,481.50882,34,0,0,0.14500046,84.590004,243.13
Agra,2005,32.11567,18.89548,25.505575,47.03,4.82,526.0235,29,0,0,0.0,46.040005,235.815
Agra,2006,32.894382,19.605507,26.249945,44.52,2.48,313.07285,29,0,0,0.0,33.22,137.685
Agra,2007,32.19945,19.120083,25.65977,45.09,3.85,375.19797,36,0,0,0.0,46.05,191.29001
Agra,2008,32.01303,19.13806,25.575548,43.91,3.91,685.5332,57,1,0,0.0,52.454994,189.735
Agra,2009,33.139698,19.474466,26.307081,45.2,5.28,313.3359,27,0,0,0.0,19.500002,114.84
Agra,2010,33.01989,19.933506,26.4767,46.22,5.68,560.9617,49,0,0,0.0,55.045002,204.48999
Agra,2011,31.96548,19.100191,25.532837,44.02,3.09,660.7362,52,0,0,5.3099995,85.615005,242.57
Agra,2012,32.327213,18.919262,25.62324,46.43,3.58,689.7966,48,0,0,0.0,81.04,243.98999
Agra,2013,31.786411,18.731808,25.25911,45.41,1.31,879.2686,54,2,0,6.120001,84.884995,236.61499
Agra,2014,32.101997,18.804518,25.453259,47.09633,4.1411915,394.9326,38,0,0,0.0,98.39157,297.7414
Agra,2015,32.43309,19.455254,25.944172,46.042015,4.636545,490.6184,48,0,0,0.0,71.11,227.15932
Agra,2016,33.19401,19.70482,26.449417,45.72031,4.4356403,686.57855,47,1,0,0.0,25.023407,124.60394
Agra,2017,33.034855,19.334179,26.184517,45.622093,2.8496523,400.08844,43,0,0,0.0,26.57934,143.41953
Agra,2018,32.887516,18.944016,25.915768,46.06827,3.5605404,845.06415,49,1,0,0.0,41.30771,202.02107
Agra,2019,31.87977,19.14737,25.51357,46.612183,2.5753374,689.59937,59,0,0,8.820717,95.80457,292.8283
Agra,2020,31.892931,18.919785,25.406357,46.62071,3.6682506,473.89087,43,0,0,0.0,68.933105,249.2648
Agra,2021,32.2979,19.262997,25.780447,43.458485,3.7089145,628.073,49,0,0,0.0,54.72733,200.80191
Agra,2022,32.608868,19.486265,26.047567,45.599506,5.000201,807.5923,58,1,0,0.033086777,79.201416,248.98068
Agra,2023,31.9831,19.11044,25.54677,44.67655,3.1395304,540.4115,50,0,0,0.5452633,62.429756,198.65675
Agra,2024,32.047234,19.740046,25.89364,46.44826,5.2766542,989.6,57,1,1,0.2961197,83.46415,256.08667
Agra,2025,31.67517,19.372017,25.523596,43.19903,5.7499185,782.9815,64,0,0,0.0,34.243046,157.84698
Aligarh,1966,33.338245,18.66759,26.002918,47.53,4.53,546.80304,45,0,0,0.0,7.404999,165.39
Aligarh,1967,32.18674,18.516027,25.351383,45.95,3.35,1108.7363,60,2,0,0.0,40.085,181.63
Aligarh,1968,32.22142,18.295273,25.258347,44.66,3.49,628.0775,42,2,0,0.0,67.21,252.225
Aligarh,1969,33.072575,18.649206,25.86089,45.68,2.94,738.09735,44,0,0,0.0,33.445,208.63
Aligarh,1970,32.68066,18.29882,25.489738,46.42,4.41,620.5364,51,0,0,0.0,27.630001,214.29
Aligarh,1971,31.416,17.99937,24.707684,42.1,2.82,922.1179,68,0,0,0.0,55.640003,235.96
Aligarh,1972,32.77082,18.381147,25.575983,46.34,3.25,589.3332,33,1,0,0.0,53.45,228.485
Aligarh,1973,32.431564,18.746685,25.589125,46.47,1.48,776.3267,70,0,0,5.3200006,87.91,245.82
Aligarh,1974,32.656605,18.332438,25.49452,45.05,1.74,481.32065,33,0,0,0.0,83.965004,285.83502
Aligarh,1975,31.66282,18.250875,24.95685,45.04,3.83,820.45154,46,1,0,0.0,56.45001,269.59003
Aligarh,1976,32.054344,18.505245,25.279797,45.5,4.26,542.2762,50,0,0,0.0,28.555004,168.16501
Aligarh,1977,32.174683,18.509945,25.342316,45.14,3.1,882.3404,66,0,0,0.0,52.714996,182.305
Aligarh,1978,32.144302,18.377506,25.260906,45.63,2.83,806.4559,61,1,0,0.0,51.300003,241.13501
Aligarh,1979,33.036934,18.78663,25.91178,45.74,4.44,492.1004,37,0,0,0.0,22.220001,178.08499
Aligarh,1980,32.73361,18.963934,25.848772,45.65,3.49,765.27563,56,0,0,0.0,37.935,184.65
Aligarh,1981,32.430687,18.471754,25.45122,46.11,4.13,693.5182,42,1,1,0.0,31.710003,202.035
Aligarh,1982,31.665535,18.594301,25.129917,44.03,5.33,940.66974,58,1,0,0.0,24.110004,207.195
Aligarh,1983,31.367506,18.11104,24.739273,44.16,3.24,1062.6978,64,1,1,0.28499985,80.43,251.845
Aligarh,1984,32.438686,18.113743,25.276215,45.96,3.53,599.05475,41,0,0,0.0,57.940002,250.47
Aligarh,1985,32.353752,18.580055,25.466904,44.92,4.41,807.25714,64,0,0,0.0,37.785007,196.45001
Aligarh,1986,32.125122,18.247864,25.186495,45.67,3.27,684.2183,40,1,0,0.0,63.440002,228.95499
Aligarh,1987,33.78811,18.64033,26.21422,46.05,3.97,439.3497,29,1,0,0.0,24.27,172.285
Aligarh,1988,33.073906,19.053524,26.063717,47.18,4.59,964.3499,56,1,0,0.0,9.039999,120.01
Aligarh,1989,32.44389,17.878466,25.161179,44.96,2.84,641.26135,37,0,0,0.24499989,81.695,267.135
Aligarh,1990,32.10378,18.867918,25.48585,44.45,3.35,846.22656,54,0,0,0.7300005,33.965,154.845
Aligarh,1991,32.77348,18.745096,25.759287,43.85,3.32,706.05225,37,1,1,0.2800007,66.895,193.36
Aligarh,1992,32.37041,18.452595,25.411503,45.8,4.13,887.3704,49,2,0,0.0,29.305,191.46
Aligarh,1993,32.76058,18.893726,25.82715,45.31,4.18,833.4917,51,1,0,0.0,31.634996,164.17499
Aligarh,1994,32.990932,18.684465,25.837698,47.01,4.74,648.0971,45,1,0,0.0,17.83,146.26
Aligarh,1995,32.72915,18.860054,25.794603,47.17,3.37,648.22906,47,0,0,0.0,40.935005,204.425
Aligarh,1996,32.234673,18.381311,25.307991,44.76,3.22,829.339,62,0,0,0.0,26.095001,203.315
Aligarh,1997,30.904026,18.344164,24.624096,43.61,4.42,418.20047,41,0,0,0.29500008,86.625,290.895
Aligarh,1998,32.13745,19.387424,25.762438,47.11,3.96,898.20703,59,1,0,0.0,50.969997,203.61499
Aligarh,1999,32.68293,18.913013,25.797972,45.36,4.22,634.79395,45,1,0,0.96500015,76.285,237.6
Aligarh,2000,32.150192,18.709864,25.430027,43.51,4.64,615.335,55,0,0,0.0,44.06,216.47
Aligarh,2001,32.303917,18.836027,25.569973,44.05,4.05,470.35382,47,0,0,0.0,71.41,234.655
Aligarh,2002,32.84844,19.572493,26.210466,45.45,4.23,441.2906,34,1,0,0.0,40.76,185.43001
Aligarh,2003,31.41885,19.120054,25.269451,45.77,3.41,1124.0508,65,2,0,8.699998,149.345,317.25998
Aligarh,2004,32.122704,19.516476,25.81959,45.19,4.83,555.8281,44,0,0,0.14500046,84.590004,243.13
Aligarh,2005,32.11567,18.89548,25.505575,47.03,4.82,665.6969,45,1,0,0.0,46.040005,235.815
Aligarh,2006,32.894382,19.605507,26.249945,44.52,2.48,490.07047,34,0,0,0.0,33.22,137.685
Aligarh,2007,32.19945,19.120083,25.65977,45.09,3.85,471.39297,40,0,0,0.0,46.05,191.29001
Aligarh,2008,32.01303,19.13806,25.575548,43.91,3.91,840.8875,70,0,0,0.0,52.454994,189.735
Aligarh,2009,33.139698,19.474466,26.307081,45.2,5.28,488.86218,43,0,0,0.0,19.500002,114.84
Aligarh,2010,33.01989,19.933506,26.4767,46.22,5.68,775.07935,70,0,0,0.0,55.045002,204.48999
Aligarh,2011,31.96548,19.100191,25.532837,44.02,3.09,880.5786,45,2,0,5.3099995,85.615005,242.57
Aligarh,2012,32.327213,18.919262,25.62324,46.43,3.58,666.2637,43,0,0,0.0,81.04,243.98999
Aligarh,2013,31.786411,18.731808,25.25911,45.41,1.31,730.8185,61,0,0,6.120001,84.884995,236.61499
Aligarh,2014,32.101997,18.804518,25.453259,47.09633,4.1411915,435.40186,42,0,0,0.0,98.39157,297.7414
Aligarh,2015,32.43309,19.455254,25.944172,46.042015,4.636545,616.4321,50,0,0,0.0,71.11,227.15932
Aligarh,2016,33.19401,19.70482,26.449417,45.72031,4.4356403,734.4405,59,1,0,0.0,25.023407,124.60394
Aligarh,2017,33.034855,19.334179,26.184517,45.622093,2.8496523,616.95905,48,2,0,0.0,26.57934,143.41953
Aligarh,2018,32.887516,18.944016,25.915768,46.06827,3.5605404,779.7192,53,2,0,0.0,41.30771,202.02107
Aligarh,2019,31.87977,19.14737,25.51357,46.612183,2.5753374,538.1053,51,0,0,8.820717,95.80457,292.8283
Aligarh,2020,31.892931,18.919785,25.406357,46.62071,3.6682506,509.74905,44,0,0,0.0,68.933105,249.2648
Aligarh,2021,32.2979,19.262997,25.780447,43.458485,3.7089145,891.8111,53,1,0,0.0,54.72733,200.80191
Aligarh,2022,32.608868,19.486265,26.047567,45.599506,5.000201,896.6497,55,4,0,0.033086777,79.201416,248.98068
Aligarh,2023,31.9831,19.11044,25.54677,44.67655,3.1395304,857.34546,59,2,0,0.5452633,62.429756,198.65675
Aligarh,2024,32.047234,19.740046,25.89364,46.44826,5.2766542,858.7921,55,3,0,0.2961197,83.46415,256.08667
Aligarh,2025,31.67517,19.372017,25.523596,43.19903,5.7499185,889.846,62,1,0,0.0,34.243046,157.84698
Allahabad,1966,33.427094,19.248604,26.33785,47.11,4.52,681.7713,48,0,0,0.0,4.414999,106.545006
Allahabad,1967,32.322136,18.886055,25.604095,44.6,2.95,1177.286,69,1,1,0.0,13.839999,110.115
Allahabad,1968,32.09653,18.635958,25.366243,44.41,4.1,449.10925,48,0,0,0.0,28.500002,162.89
Allahabad,1969,32.950165,19.531754,26.24096,45.36,3.87,797.61835,65,0,0,0.0,12.139999,129.01
Allahabad,1970,32.114876,19.034082,25.574478,45.84,4.85,1053.5065,69,4,0,0.0,8.889997,142.68001
Allahabad,1971,30.875536,18.370218,24.622875,41.78,3.92,1136.3833,74,2,0,0.0,18.445,166.905
Allahabad,1972,32.56142,18.898005,25.729713,45.77,3.11,569.9204,49,0,0,0.0,27.34,156.055
Allahabad,1973,32.539917,19.580439,26.060177,45.31,3.96,922.81177,65,1,0,0.0,25.975,129.82
Allahabad,1974,32.807095,18.915453,25.861275,44.69,2.88,712.84766,58,0,0,0.0,38.155003,195.67
Allahabad,1975,32.229973,18.806028,25.518002,44.87,3.98,982.43317,70,0,0,0.0,19.430002,174.87001
Allahabad,1976,32.45716,18.818277,25.63772,44.96,4.28,731.98224,51,2,1,0.0,10.509999,115.245
Allahabad,1977,32.223232,19.180056,25.701643,44.0,3.64,870.0434,58,0,0,0.0,27.329998,125.24501
Allahabad,1978,31.569916,18.838081,25.204,45.71,3.94,1115.9728,85,1,0,0.0,34.08,179.15
Allahabad,1979,32.90071,19.326328,26.11352,44.9,6.09,708.7954,47,1,0,0.0,5.0300007,99.784996
Allahabad,1980,32.234837,19.264809,25.74982,45.22,4.4,1077.6989,68,3,0,0.0,13.565001,116.37001
Allahabad,1981,31.724411,18.753864,25.239138,43.95,5.11,897.0687,48,2,0,0.0,18.59,150.095
Allahabad,1982,31.688877,18.742,25.215437,43.14,5.74,919.4729,63,2,0,0.0,5.915,108.575
Allahabad,1983,30.922766,18.302822,24.612795,42.66,4.09,968.6629,67,0,0,0.0,64.555,212.79999
Allahabad,1984,32.037376,18.661175,25.349276,45.15,4.55,835.4601,65,0,0,0.0,21.75,162.14
Allahabad,1985,32.767918,19.112274,25.940096,44.75,5.69,948.37634,74,1,1,0.0,4.220001,86.45999
Allahabad,1986,32.053288,18.75055,25.401918,44.9,2.84,873.6998,62,1,0,0.0,22.59,121.425
Allahabad,1987,33.06156,19.010714,26.036139,45.11,5.06,915.2285,50,2,2,0.0,9.129998,120.24999
Allahabad,1988,32.97295,19.017431,25.995192,45.47,5.3,911.7827,59,0,0,0.0,3.715002,78.335
Allahabad,1989,32.406002,18.396301,25.40115,43.8,3.57,674.9403,54,1,0,0.0,42.18,169.13
Allahabad,1990,31.852713,18.633425,25.243069,43.03,3.35,1052.532,66,1,0,0.0,12.685,88.345
Allahabad,1991,32.51288,18.361315,25.437096,43.46,3.15,837.1471,62,2,0,0.0,41.37,147.45999
Allahabad,1992,32.795273,18.337786,25.566528,45.27,3.59,730.3414,50,1,0,0.0,22.160002,152.965
Allahabad,1993,32.716,19.279644,25.997822,44.89,4.86,626.37067,54,0,0,0.0,11.8550005,111.51
Allahabad,1994,32.25408,19.570248,25.912165,46.01,6.34,996.80096,59,2,2,0.0,5.755001,78.229996
Allahabad,1995,32.589424,19.622248,26.105835,46.69,5.14,801.17706,74,0,0,0.0,20.400002,119.66501
Allahabad,1996,32.36306,18.987131,25.675095,45.33,4.89,866.47986,72,1,0,0.0,4.875,111.924995
Allahabad,1997,31.40778,18.879232,25.143507,43.9,4.83,333.4926,30,0,0,0.0,32.205006,181.13
Allahabad,1998,32.267536,19.824028,26.04578,45.43,5.21,535.7019,53,0,0,0.0,28.3,128.595
Allahabad,1999,32.496357,19.339067,25.917711,44.82,4.52,1114.4694,73,3,0,0.0,33.870003,148.5
Allahabad,2000,32.332977,18.286201,25.30959,43.13,4.37,732.4177,55,0,0,0.0,23.280003,129.67499
Allahabad,2001,32.314713,19.253506,25.784111,43.55,4.31,1018.48224,67,1,0,0.0,23.4,138.51498
Allahabad,2002,32.818604,19.632082,26.225342,44.16,4.41,653.52856,50,1,0,0.0,9.090002,92.750015
Allahabad,2003,31.751343,19.213589,25.482464,45.41,2.49,1049.3341,73,0,0,1.8900013,104.46,223.32999
Allahabad,2004,32.260574,18.707376,25.483974,44.0,4.62,404.43625,46,0,0,0.30999947,46.65,174.365
Allahabad,2005,32.68329,18.553095,25.61819,45.86,5.27,582.1183,51,0,0,0.0,7.51,128.225
Allahabad,2006,32.783398,19.45556,26.11948,43.57,4.23,837.9427,49,1,1,0.0,12.76,87.92
Allahabad,2007,32.332245,19.006794,25.669521,45.27,4.85,623.92487,52,0,0,0.0,10.840001,113.645
Allahabad,2008,31.895655,19.3306,25.613129,43.77,4.16,1161.2411,70,0,0,0.0,18.27,112.43501
Allahabad,2009,32.88263,19.939425,26.411028,45.01,7.09,522.18713,49,0,0,0.0,5.3450003,61.760002
Allahabad,2010,32.93504,20.329891,26.632465,45.01,5.4,578.6709,52,0,0,0.0,48.620003,166.32501
Allahabad,2011,31.863096,19.28189,25.572493,43.41,3.68,1263.4198,66,1,0,0.8500004,66.83,188.645
Allahabad,2012,32.249916,19.074644,25.662281,45.4,4.97,1071.8019,61,3,0,0.0,45.025,175.99
Allahabad,2013,31.517317,19.00126,25.259287,43.73,1.7,1083.2526,63,2,0,3.2749996,55.184998,163.08499
Allahabad,2014,31.711508,19.060007,25.385757,46.200123,4.57344,748.91846,54,1,0,0.0,53.726406,225.01674
Allahabad,2015,32.33717,19.856256,26.096712,45.824577,5.1061287,654.50287,45,1,0,0.0,44.413322,181.17351
Allahabad,2016,32.798008,19.775713,26.286861,44.457676,3.8347359,941.05524,62,0,0,0.0,12.005445,90.88097
Allahabad,2017,32.871742,19.74715,26.309446,45.189594,3.36415,599.8224,44,2,0,0.0,12.448713,89.8192
Allahabad,2018,32.76917,19.3289,26.049034,44.754066,3.9918442,793.5816,54,1,0,0.0,29.909012,152.20703
Allahabad,2019,32.046684,19.730017,25.888351,45.528908,3.4282188,1166.7373,55,4,0,2.7673473,48.167484,172.73157
Allahabad,2020,31.457434,19.448376,25.452906,45.001312,4.871574,800.2211,71,0,0,0.0,22.990746,164.64355
Allahabad,2021,31.901566,19.475693,25.68863,43.013355,4.625724,1039.7936,61,3,0,0.0,30.296211,136.24783
Allahabad,2022,32.489227,19.630125,26.059677,44.479973,5.2835026,498.64767,52,0,0,0.028618813,32.640575,160.75479
Allahabad,2023,32.081017,19.789267,25.935143,43.215256,3.6227717,473.27072,51,0,0,0.008226395,48.41525,139.13371
Allahabad,2024,32.45676,20.329653,26.393208,46.487064,5.0514297,624.57574,60,0,0,0.0,40.08641,155.83646
Allahabad,2025,31.895275,19.521881,25.708578,43.31228,6.501267,587.36884,50,0,0,0.0,23.19439,138.64871
Ambedkar Nagar,1966,33.07411,19.073835,26.073973,45.91,5.37,605.5378,50,0,0,0.0,2.8300009,114.04001
Ambedkar Nagar,1967,32.14567,18.719177,25.432425,44.21,3.75,1039.3444,72,1,0,0.0,9.440001,100.53
Ambedkar Nagar,1968,31.751747,18.529509,25.140627,44.12,5.01,1036.9755,57,1,0,0.0,24.325,161.545
Ambedkar Nagar,1969,32.503014,19.217123,25.860067,43.97,4.6,1065.1185,66,2,0,0.0,14.180002,132.09
Ambedkar Nagar,1970,31.808493,18.874302,25.341398,44.93,5.29,1001.6198,67,1,0,0.0,7.6049986,148.075
Ambedkar Nagar,1971,30.66981,18.378218,24.524014,39.61,4.41,1073.684,73,0,0,0.0,14.91,148.535
Ambedkar Nagar,1972,32.384342,18.984426,25.684385,44.64,4.02,576.10016,61,0,0,0.0,24.140003,151.005
Ambedkar Nagar,1973,32.216904,19.583973,25.900438,43.21,4.31,471.96246,58,0,0,0.0,20.225002,116.87001
Ambedkar Nagar,1974,32.53885,18.855095,25.696972,43.68,3.8,903.75757,46,1,0,0.0,28.064999,179.415
Ambedkar Nagar,1975,32.054604,18.560383,25.307493,43.96,4.11,957.626,63,0,0,0.0,17.044996,172.91501
Ambedkar Nagar,1976,32.07847,18.44407,25.26127,43.22,4.79,839.0913,49,1,0,0.0,9.6449995,124.100006
Ambedkar Nagar,1977,31.935999,18.730959,25.333479,43.62,4.17,641.67645,65,0,0,0.0,24.825,142.065
Ambedkar Nagar,1978,31.371122,18.866713,25.11892,44.82,4.12,1049.7501,73,0,0,0.0,28.794998,166.48
Ambedkar Nagar,1979,32.753864,19.32874,26.041302,44.36,6.8,579.54175,45,0,0,0.0,2.4700022,90.775
Ambedkar Nagar,1980,32.04746,19.35429,25.700872,44.2,4.82,1217.9806,78,0,0,0.0,12.994999,116.965
Ambedkar Nagar,1981,31.373178,18.744165,25.058672,42.49,5.88,1148.343,55,5,0,0.0,11.174998,139.505
Ambedkar Nagar,1982,31.498493,18.268988,24.883741,41.76,6.19,886.0729,64,2,0,0.0,4.3449993,118.77501
Ambedkar Nagar,1983,31.270355,18.264877,24.767616,43.74,4.45,1280.1102,65,3,1,0.0,68.68,204.415
Ambedkar Nagar,1984,31.765793,18.457186,25.111488,44.23,5.19,1697.9613,72,6,1,0.0,14.834999,150.585
Ambedkar Nagar,1985,32.036,19.207123,25.621561,44.11,6.71,1029.7627,66,0,0,0.0,3.500001,83.81
Ambedkar Nagar,1986,31.572247,18.74011,25.156178,43.53,3.96,1018.2476,75,0,0,0.0,19.41,118.465004
Ambedkar Nagar,1987,32.60241,19.172384,25.887398,43.89,5.5,1205.3784,51,3,0,0.0,10.664997,104.81
Ambedkar Nagar,1988,32.2441,19.12336,25.68373,44.05,5.64,1092.6938,78,1,0,0.0,2.0800009,66.619995
Ambedkar Nagar,1989,31.83241,18.586685,25.209549,41.61,4.38,1422.5813,81,2,0,0.0,35.655,158.405
Ambedkar Nagar,1990,31.514822,18.065807,24.790314,42.51,3.48,1730.6847,84,5,2,0.0,22.995,107.095
Ambedkar Nagar,1991,32.209835,18.558548,25.38419,41.96,4.5,1177.3024,68,1,0,0.0,30.380001,132.95001
Ambedkar Nagar,1992,32.382133,18.583498,25.482815,43.79,4.18,1138.5188,58,4,0,0.0,18.745003,151.78001
Ambedkar Nagar,1993,31.88559,18.441042,25.163317,43.03,5.29,1182.9391,75,3,0,0.0,14.134998,126.115
Ambedkar Nagar,1994,31.959316,19.429892,25.694603,43.8,6.52,1221.9297,66,2,1,0.0,5.379999,78.240005
Ambedkar Nagar,1995,32.423286,19.468931,25.94611,44.38,5.56,961.9214,59,2,0,0.0,15.0199995,108.635
Ambedkar Nagar,1996,31.981802,18.851967,25.416885,44.43,5.46,1010.48706,72,0,0,0.0,5.3599977,118.34501
Ambedkar Nagar,1997,31.007587,18.831013,24.919302,42.22,4.97,476.3016,26,1,0,0.0,33.65,185.315
Ambedkar Nagar,1998,31.659725,19.93422,25.79697,44.23,5.38,675.7588,52,0,0,0.0,37.45,142.25
Ambedkar Nagar,1999,31.965288,19.518248,25.741768,43.8,5.09,640.31976,62,0,0,0.0,38.574997,142.355
Ambedkar Nagar,2000,31.556147,18.784426,25.170288,41.56,5.24,1097.4448,78,0,0,0.0,30.494999,134.685
Ambedkar Nagar,2001,31.729149,18.835535,25.282341,42.39,4.4,1160.094,66,1,0,0.0,33.58,162.765
Ambedkar Nagar,2002,32.27967,19.613014,25.946342,43.36,4.5,740.91235,59,0,0,0.0,12.620001,100.340004
Ambedkar Nagar,2003,31.356218,19.055452,25.205835,44.24,2.55,1156.2317,71,1,0,9.954999,122.495,243.46999
Ambedkar Nagar,2004,31.744482,19.226995,25.485739,42.95,4.59,748.3252,50,1,0,0.7399998,55.41,185.91
Ambedkar Nagar,2005,32.304493,19.480137,25.892317,45.18,5.77,1008.0409,52,3,0,0.0,3.9500008,117.55999
Ambedkar Nagar,2006,32.543808,19.25419,25.899,42.81,4.27,507.2543,45,0,0,0.0,14.934998,93.649994
Ambedkar Nagar,2007,31.935396,18.604658,25.270027,43.89,5.43,951.02466,60,1,0,0.0,12.000001,125.06
Ambedkar Nagar,2008,31.594564,19.15295,25.373756,43.06,4.57,1248.9318,67,1,0,0.0,18.220003,126.35
Ambedkar Nagar,2009,32.651943,19.570684,26.111315,43.49,6.2,751.41406,52,0,0,0.0,11.309999,76.075
Ambedkar Nagar,2010,32.749153,20.113453,26.431301,44.23,4.83,820.7889,50,1,0,0.0,66.88,184.07
Ambedkar Nagar,2011,31.666574,19.113754,25.390165,42.32,3.37,1169.4083,77,1,0,1.6049995,75.96001,199.79
Ambedkar Nagar,2012,32.311256,18.97082,25.641039,44.93,4.58,1117.1241,48,3,1,0.0,36.379997,158.54999
Ambedkar Nagar,2013,31.643507,18.99096,25.317232,42.58,1.04,1261.888,72,2,0,4.6950006,59.315002,159.88501
Ambedkar Nagar,2014,31.37874,18.807346,25.093044,44.096733,4.717622,700.7966,54,0,0,0.0,61.400578,233.78722
Ambedkar Nagar,2015,32.161568,19.679525,25.920547,45.0879,5.2696867,552.027,55,0,0,0.0,36.59728,161.4679
Ambedkar Nagar,2016,32.444443,19.581366,26.012903,43.812206,4.056294,904.85455,75,0,0,0.0,12.484102,112.78977
Ambedkar Nagar,2017,32.2863,19.700287,25.993296,43.851044,3.7214484,794.7184,64,0,0,0.0,13.21563,103.89334
Ambedkar Nagar,2018,32.091007,19.131098,25.611053,43.50787,4.077666,632.9189,60,0,0,0.0,57.752483,190.7797
Ambedkar Nagar,2019,31.56719,19.630959,25.599073,44.35156,3.2644243,992.2454,58,2,0,4.1236267,51.689827,179.21422
Ambedkar Nagar,2020,30.776741,19.18477,24.980755,43.68346,4.99546,1186.6816,88,2,0,0.0,34.474503,190.10072
Ambedkar Nagar,2021,31.163406,19.349913,25.256659,41.90561,3.7945313,1137.4962,80,1,0,0.0,44.18832,159.87189
Ambedkar Nagar,2022,31.825045,19.631243,25.728144,42.515564,5.8915796,702.65424,59,0,0,0.28871346,42.401546,178.90247
Ambedkar Nagar,2023,31.787762,19.6927,25.740229,42.35128,4.50197,579.3271,44,0,0,0.51365185,57.16436,154.77051
Ambedkar Nagar,2024,32.044483,20.0948,26.069643,45.370407,5.2668915,883.695,54,3,1,0.0,61.34284,183.64131
Ambedkar Nagar,2025,31.445324,19.613441,25.529383,42.82119,6.260273,630.37573,59,0,0,0.0,38.162937,158.626
