district,temperature_avg_diurnal_range,temperature_cagr,temperature_cv_summer,temperature_cv_tmax,temperature_cv_tmean,temperature_cv_tmin,temperature_cv_winter,temperature_max_tmax,temperature_max_tmean,temperature_mean_summer,temperature_mean_tmax,temperature_mean_tmean,temperature_mean_tmin,temperature_mean_winter,temperature_median_tmax,temperature_median_tmean,temperature_median_tmin,temperature_min_tmean,temperature_min_tmin,temperature_std_tmax,temperature_std_tmean,temperature_std_tmin,temperature_summer_winter_diff,temperature_trend,rainfall_anomaly_index,rainfall_avg_rainy_days,rainfall_cagr,rainfall_concentration_index,rainfall_cv_annual,rainfall_cv_monthly,rainfall_heavy_rain_frequency,rainfall_longest_dry_spell,rainfall_max_annual,rainfall_max_monthly,rainfall_mean_annual,rainfall_mean_monsoon,rainfall_mean_monthly,rainfall_mean_non_monsoon,rainfall_median_annual,rainfall_min_monthly,rainfall_monsoon_cv,rainfall_monsoon_share,rainfall_peak_month,rainfall_std_annual,rainfall_std_monthly,rainfall_trend,rainfall_very_heavy_frequency,rainfall_wet_day_frequency,hdd10_anomaly,hdd10_cv,hdd10_high_freq,hdd10_max,hdd10_mean,hdd10_median,hdd10_min,hdd10_nonzero_freq,hdd10_persistence,hdd10_std,hdd10_summer_share,hdd10_trend,hdd10_variability_index,hdd10_winter_share,hdd15_anomaly,hdd15_cv,hdd15_high_freq,hdd15_max,hdd15_mean,hdd15_median,hdd15_min,hdd15_nonzero_freq,hdd15_persistence,hdd15_std,hdd15_summer_share,hdd15_trend,hdd15_variability_index,hdd15_winter_share,hdd18_anomaly,hdd18_cv,hdd18_high_freq,hdd18_max,hdd18_mean,hdd18_median,hdd18_min,hdd18_nonzero_freq,hdd18_persistence,hdd18_std,hdd18_summer_share,hdd18_trend,hdd18_variability_index,hdd18_winter_share,spi1_avg_drought_duration,spi1_longest_drought_spell,spi1_longest_wet_spell,spi1_max,spi1_mean,spi1_mean_monsoon,spi1_mean_rabi,spi1_median,spi1_mild_drought_freq,spi1_min,spi1_moderate_drought_freq,spi1_severe_drought_freq,spi1_std,spi1_wet_freq,climate_coldest_year,climate_driest_year,climate_hdd_stability,climate_hdd_variance,climate_rain_stability,climate_rain_variance,climate_spi_stability,climate_temp_stability,climate_temp_variance,climate_variability_score,climate_warmest_year,climate_wettest_year
Ballia,12.404180404444444,-0.0003945633669372173,0.11450354257727442,0.0145835789283391,0.01579453124142865,0.025112557546157696,0.09360129400492505,44.97,26.263054,28.153323033333336,31.498764400000006,25.30567996666667,19.112595449999997,17.309633955555555,31.5134385,25.271337,19.1397535,24.387644,1.91,0.45936471677255786,0.39969135281911183,0.47996615309455665,10.843689077777782,0.0039485884412338345,-3.3306690738754695e-17,64.78333333333333,0.0035659246681620793,2.488914487899182,0.2453864881198007,1.4441798141086628,0.002190280629705681,219,1362.7664,644.7154,920.0773116666667,793.9246296833335,76.6731091096375,126.15267963231668,913.929535,0.0,0.26637790949027274,0.8628890416232361,7,225.77454030859067,110.7297564610895,-3.8113290736315544,0.0002737850787132101,0.17736710015970797,1.3877787807814458e-18,5.781901376724933,0.05,3.8249989,0.08795851166666666,0.0,0.0,0.05,2,0.508567439700176,0.0,0.0027700206751875515,5.781901376724933,1.0,0.0,0.9164360399452918,0.4,107.965,21.340634134166667,16.8199995,0.55499935,1.0,8,19.55732623583702,0.0,0.47086307769519337,0.9164360399452918,1.0,-5.447494307494102e-15,0.2784582490376033,0.43333333333333335,230.61499,125.184227,120.330005,58.67001,1.0,8,34.858580657545865,0.001320372782236142,0.5465894447902218,0.2784582490376033,0.997462087489417,1.16,3,4,3.375057146460891,0.11782326817581248,0.0006868102458741661,0.19520110512091232,0.1403584607584495,0.18611111111111112,-2.5342944372960106,0.044444444444444446,0.03611111111111111,0.89258410933671,0.16111111111111112,1990,2018,0.7821921449157836,1215.1206454586306,0.8029635856333496,50974.14305155543,0.5283781022289509,0.9844510570241741,0.15975317751837173,0.35805584443388566,2010,1969
Balrampur,12.572260141666668,-0.00015797953789420394,0.12302377134600967,0.016099038832356884,0.015610459926737773,0.024913752623568222,0.10058366215147799,45.364132,26.212355,28.23208917222222,31.576975850000007,25.2999729,19.02297026666667,16.873768725,31.643237,25.271289,19.000453,24.299877,0.69,0.5083589604175457,0.39494421310300165,0.473933575389227,11.35832044722222,0.0057614121144765025,-2.923587298179579e-16,62.083333333333336,0.0023114671444464108,2.5585145353291674,0.30013629315078055,1.4846254664805227,0.005566963267168606,208,2001.6931,842.9771,1092.9134603333334,954.6489801916666,91.07612161018196,138.26447913051663,1107.3090000000002,0.0,0.306875197874375,0.8734900015784445,7,328.02299471903933,135.2139295307532,-4.71061069686023,0.0004563084645220169,0.16997490303445129,-2.590520390792032e-17,4.333242857353712,0.11666666666666667,17.224998,0.5562913658333334,0.0,0.0,0.16666666666666666,2,2.4105455876048327,0.0,0.02173340832870241,4.333242857353712,1.0,-1.7763568394002506e-16,0.804891843709922,0.4,138.87,31.393023383333333,25.287498499999998,2.1450005,1.0,7,25.267988470639857,4.247223932094157e-05,0.6446669854904143,0.804891843709922,0.9999575277606791,-1.1131836193574903e-14,0.268993408555749,0.48333333333333334,267.41,153.60727046666668,151.4475,63.625004,1.0,7,41.319343261773504,0.002936114762912241,0.5827945205890549,0.268993408555749,0.9942387118042506,1.144927536231884,3,5,3.114193230324799,0.116101410210656,0.0021348242488091235,0.2098085861278491,0.1466217784980223,0.15416666666666667,-2.924877280601122,0.07916666666666666,0.030555555555555555,0.9012771950606476,0.1597222222222222,1971,1998,0.788026157786042,1707.2881275842676,0.769150130850187,107599.0850644469,0.5259622334912094,0.9846294809450231,0.1559809314635492,0.3715043391734787,2010,1975
Banda,13.351417678472222,-0.0004258580843384818,0.1343097948327684,0.01647830997564643,0.01677956012125966,0.025315534872088073,0.10007608583660617,47.4,26.73996,29.60760071666667,32.371369816666665,25.704573900000007,19.03777796666667,17.194456719444442,32.364635,25.6956415,19.063115,24.535875,1.2,0.533425466175318,0.43131144314641207,0.4819515320022201,12.413143997222228,0.007766374659627887,8.474702421305362e-16,57.7,0.008463061740549893,2.7044979946015437,0.26467036547454087,1.5827271658049067,0.0022815423226100846,266,1423.4126,614.4468,817.6174841666665,730.4522190600002,68.13479025410416,87.16526398925001,796.51175,0.0,0.284384260773403,0.8933911434201935,8,216.39911835276624,107.83878347159006,0.9492950261183746,0.0002737850787132101,0.15797399041752225,9.25185853854297e-18,4.540801940678816,0.08333333333333333,4.413554,0.13774771366666666,0.0,0.0,0.1,1,0.6254850855416698,0.0,0.009518245751597666,4.540801940678816,1.0,2.1908401019269757e-15,0.6535513794109832,0.4166666666666667,94.45501,27.053311091666664,24.8099995,5.2650003,1.0,6,17.6807287815932,0.0005945052620756798,0.21283154252014472,0.6535513794109832,0.9994054947379245,9.473903143468002e-15,0.25705143303794625,0.48333333333333334,219.54,143.82484398333332,141.4438,62.585,1.0,6,36.970382252374876,0.002249270542099175,-0.11650762447902062,0.25705143303794625,0.9905170033946585,1.1666666666666667,3,4,3.253935027979456,0.0917638080091951,-0.0010629515969275897,0.15793428787312866,0.05435689990265355,0.14305555555555555,-2.789937965812438,0.08611111111111111,0.020833333333333332,0.8960808018560538,0.1527777777777778,1983,1972,0.7955123980752928,1366.809163886715,0.7907198802944759,46828.57842385453,0.5274036839680621,0.9834973471346546,0.18602956098904067,0.35864554012245015,2010,2013
Barabanki,12.739567821666666,-0.000431529852865542,0.12863003757710506,0.017065400738983556,0.015765350038918147,0.023126698114515693,0.10299329886725646,46.64,26.388617,28.80202843333333,31.892523683333334,25.53148626666667,19.170448783333335,16.935786452777776,31.975507,25.5048655,19.174783,24.414919,1.64,0.5442586972336072,0.4025128180078315,0.44334918173193466,11.866241980555554,0.00385314365101459,3.8857805861880476e-17,62.266666666666666,0.0043064045449849875,2.5499240805986707,0.27413296340536614,1.493581795960519,0.004289299566506958,226,1814.927,642.02045,1005.0684036666667,884.1137625549999,83.75570057313057,120.95464432256668,952.7719199999999,0.0,0.2925719910690403,0.8796553143344245,7,275.5223799222441,125.09598968394783,-3.4555825729369087,0.0006844626967830253,0.1704768423454255,-9.251858538542972e-17,3.6334963751384874,0.11666666666666667,14.914999,0.6479352170000001,0.0,0.0,0.16666666666666666,2,2.3542702622940697,0.0,0.032405230113920526,3.6334963751384874,1.0,1.8947806286936005e-15,0.7794380801194165,0.4,135.75,32.07421315,26.35,2.494999,1.0,8,24.99986311897694,0.00032736583443772127,0.6242910619283136,0.7794380801194165,0.9996726341655623,2.8895404587577406e-14,0.2784423127943654,0.5166666666666667,263.59,153.61541131666664,157.544995,72.45,1.0,8,42.77303040787039,0.002835457076353817,0.5810358322589622,0.2784423127943654,0.9927818918510878,1.1304347826086956,3,3,3.003881624499227,0.09121221318156612,0.0007925629663262749,0.15520807554155097,0.04651445908484625,0.1486111111111111,-2.5089468516046183,0.07361111111111111,0.034722222222222224,0.9078171658226112,0.1597222222222222,1983,2006,0.782201895222196,1829.532130272605,0.7848474442787408,75912.58183801743,0.5241592422557015,0.9844793386205642,0.16201656866060568,0.3690394480153152,2010,1971
Bareilly,12.463590499722223,-9.159881185383245e-05,0.14706553091250196,0.017262212822284073,0.01605002890552333,0.025336473121908388,0.10515340286025075,44.72,24.321602,26.22034291111111,29.778487683333335,23.553798983333333,17.32910958333333,14.958437569444444,29.681876000000003,23.559019999999997,17.2647945,22.683056,0.99,0.5140425919154651,0.378039154517386,0.43905851918473,11.261905341666667,0.0069465575715479365,2.0446607370179965e-16,56.8,0.0004541333495222677,2.562910272804724,0.28728169423157845,1.5224300682632024,0.003057266712297513,246,1575.3812,587.773,872.8630618333333,759.6919680466668,72.73858885534445,113.17109821746668,837.5535,0.0,0.3095848653716752,0.8703449616152097,7,250.757579235643,110.73941479641105,0.06854809641568477,0.0005019393109742186,0.15550992470910335,1.8503717077085943e-16,2.6896897131818487,0.18333333333333332,16.61,1.2994481244499998,0.0,0.0,0.4,2,3.4951122531466114,0.0,0.0513913303954154,2.6896897131818487,1.0,-2.1079434494216306e-14,0.380607885506702,0.48333333333333334,184.63998,89.72981163333336,88.45250300000001,20.935001,1.0,7,34.151873872677676,0.002337682476639349,0.5706356744651299,0.380607885506702,0.9972471820621642,2.3211062701496606e-14,0.17151470880645836,0.5166666666666667,407.33002,300.0288053333333,301.14751,190.825,1.0,6,51.45935318029625,0.01638904611050291,-0.006413466518476095,0.17151470880645836,0.9652280130914404,1.2272727272727273,3,3,3.2181902191395397,0.053848689247956646,-0.0009337882925138893,0.10896632916673779,-0.02764316392363465,0.18333333333333332,-3.026938737068964,0.075,0.0375,0.9293552641595596,0.15416666666666667,1997,1987,0.8535957700597734,2648.0650297344655,0.7768307468995226,62879.36354411978,0.5183078609607997,0.9842035052911594,0.14291360234822006,0.3510504240257799,2010,1978
Basti,12.867313778333337,-0.0003576911049779641,0.12209827249050985,0.015363559721077977,0.015476869134156608,0.024991174874213037,0.09961820013707506,45.91,26.431301,28.705395238888894,31.9259533,25.50142113333333,19.076888883333336,17.071742652777775,31.9476575,25.484277,19.0937945,24.524014,1.04,0.49049629017689655,0.39468215761561565,0.47675386613931403,11.633652586111118,0.0051831446512925795,-3.959795454496392e-16,57.916666666666664,0.0010923397559250425,2.578743035838061,0.3198742625515707,1.5586511207923395,0.006023271731690623,261,1708.1573,775.7397,1033.8851005000001,914.9680334283332,86.15709198978195,118.91707044904999,1049.16775,0.0,0.3477633631777429,0.8849803841701973,7,330.7132340854941,134.28884799408232,-1.557249205612674,0.0008213552361396304,0.15856719142140085,-3.14563190310461e-17,4.11895159440179,0.1,9.954999,0.3653498485,0.0,0.0,0.11666666666666667,2,1.5048583409935277,0.0,0.017042181359544318,4.11895159440179,1.0,-1.8947806286936005e-15,0.8121206937250782,0.4166666666666667,122.495,28.299240140000002,21.610001,2.0800009,1.0,8,22.982398534389382,0.0,0.6393356858849683,0.8121206937250782,1.0,-2.7711166694643907e-14,0.26432930503864593,0.48333333333333334,243.46999,142.99800180000003,142.3025,66.619995,1.0,8,37.798562437709045,0.002155670654540765,0.6256959170880826,0.26432930503864593,0.9945604602374829,1.2708333333333333,5,7,3.3698810515124453,0.13740884579721976,0.009651053733773158,0.2253721025351899,0.1764201426248105,0.1625,-4.002869582160646,0.05,0.034722222222222224,0.8887080965463577,0.15833333333333333,1971,1999,0.7909331817389408,1428.731322357389,0.7576479278160995,109371.24319928681,0.5294624414585684,0.9847590136175598,0.1557740055401177,0.3720971333176828,2010,2008
Bijnor,11.72369922,0.0011817205404720532,0.15915120728285237,0.023757236187331537,0.026615061405519523,0.04132493237349371,0.11407443718072721,42.81808,23.02291,23.12918766111111,26.8440826,20.987858633333335,15.13163471666667,12.921606552777778,26.731511,20.959471,15.135651,19.867453,-0.26,0.6377412105604369,0.5585931462965298,0.6253137813666597,10.207581108333333,0.016371646012781765,5.662137425588298e-16,58.28333333333333,0.0019182709770162454,2.541621098416303,0.2602038588358655,1.4882306707355255,0.007118412046543464,223,1779.8927,673.59106,1099.0201009999998,940.2523897716667,91.58500786771666,158.76770464093335,1077.48505,0.0,0.2857666473824619,0.8555370269534923,7,285.96927121838263,136.29961768829034,-0.901826386774086,0.0015514487793748574,0.1595710700433493,-6.513308411134251e-16,0.9510267168440327,0.4,38.935005,8.6052544325,5.94500065,0.0,0.9333333333333333,4,8.183826870548035,0.001094293673378121,0.028566369562934325,0.9510267168440327,0.9989057063266218,-6.631732200427602e-15,0.24973177719449766,0.5166666666666667,322.6728,218.99543188333334,221.722505,53.935143,1.0,6,54.69011840170139,0.01991665674904371,-0.6196793496248926,0.24973177719449766,0.968222306805651,7.958078640513122e-14,0.15213111567511198,0.55,666.87,523.0981694999999,534.9425,259.54294,1.0,7,79.57950813364383,0.05378900663530012,-1.5797633123089665,0.15213111567511198,0.8845882787884489,1.2727272727272727,4,3,3.086039786885072,0.09410155717998955,0.010777863546559675,0.16461888441475842,0.1678940047881054,0.125,-4.753424308822899,0.08333333333333333,0.03333333333333333,0.9071308352380768,0.14722222222222223,1983,2012,0.8679567684568887,6332.898114792684,0.7935224074966465,81778.4240811729,0.5243478745783925,0.9740749357708804,0.3120263030894563,0.33652021778864344,2024,1998
Budaun,12.463590499722223,-9.159881185383245e-05,0.14706553091250196,0.017262212822284073,0.01605002890552333,0.025336473121908388,0.10515340286025075,44.72,24.321602,26.22034291111111,29.778487683333335,23.553798983333333,17.32910958333333,14.958437569444444,29.681876000000003,23.559019999999997,17.2647945,22.683056,0.99,0.5140425919154651,0.378039154517386,0.43905851918473,11.261905341666667,0.0069465575715479365,-2.1464311809419693e-16,53.45,0.0010999012280037412,2.625907523901752,0.2819659409393279,1.532187574691824,0.002646589094227698,263,1363.9647,584.2857,807.3625295,704.9992569466667,67.28021082257361,102.36327292421667,758.8076,0.0,0.319307509906724,0.8732127528673804,7,227.6487353096234,103.08590304499367,-3.842714181439287,0.0002737850787132101,0.14633812457221082,1.8503717077085943e-16,2.6896897131818487,0.18333333333333332,16.61,1.2994481244499998,0.0,0.0,0.4,2,3.4951122531466114,0.0,0.0513913303954154,2.6896897131818487,1.0,-2.1079434494216306e-14,0.380607885506702,0.48333333333333334,184.63998,89.72981163333336,88.45250300000001,20.935001,1.0,7,34.151873872677676,0.002337682476639349,0.5706356744651299,0.380607885506702,0.9972471820621642,2.3211062701496606e-14,0.17151470880645836,0.5166666666666667,407.33002,300.0288053333333,301.14751,190.825,1.0,6,51.45935318029625,0.01638904611050291,-0.006413466518476095,0.17151470880645836,0.9652280130914404,1.2545454545454546,3,3,2.947791285363206,0.10243963678824848,0.0073488907319265865,0.17152969841074325,0.083651733907129,0.15416666666666667,-4.30657249465991,0.06944444444444445,0.02638888888888889,0.8907497089137932,0.16805555555555557,1997,2014,0.8535957700597734,2648.0650297344655,0.7800519249889553,51823.94668807097,0.5288907332819237,0.9842035052911594,0.14291360234822006,0.3400700968912757,2010,1988
Bulandshahr,13.364519028055556,-7.2566156142706e-05,0.15626408164363495,0.016652087202421652,0.016667114940058275,0.027033504691757887,0.11072831146720184,47.46,25.845522,27.82183487777778,31.60156173333333,24.926174683333333,18.250787466666665,15.361809411111107,31.518861,24.930257,18.314769,23.857244,0.9,0.5262319617161777,0.41544741846308736,0.49338274860840936,12.460025466666671,0.009352231869964452,5.366077952354923e-16,46.4,0.0063151114199995195,2.7272880505979944,0.27257179250622615,1.6351810008404073,0.0019621263974446725,274,1236.9055,532.041,656.6885263333332,570.8961419161666,54.72404419849722,85.79238846579999,646.3213499999999,0.0,0.3217546456753129,0.8693560478417455,7,178.99476874094873,89.48371736253337,-2.9803356999166333,4.563084645220169e-05,0.1270362765229295,0.0,2.8181053364471897,0.16666666666666666,14.714999,1.1799746272666667,0.0,0.0,0.3,2,3.3252927939724772,0.0,0.02583231211658795,2.8181053364471897,1.0,5.210646728907401e-15,0.4006508427717244,0.5166666666666667,178.06,80.21302775,80.74675500000001,20.415,1.0,6,32.13741716930922,0.001084611883567068,0.44440611061406055,0.4006508427717244,0.9987886423572051,1.8947806286936005e-15,0.18663425971617467,0.5,380.81,270.1816915,270.36499,172.055,1.0,8,50.42515998196638,0.010320338527724843,-0.10372978632953425,0.18663425971617467,0.9762094526471267,1.1224489795918366,2,3,2.884374958856958,0.10522240954093959,0.012580203305360122,0.16674026471510633,0.0875886677031313,0.17083333333333334,-4.071183268505665,0.041666666666666664,0.034722222222222224,0.8882071032687797,0.16111111111111112,1983,1997,0.842719643236312,2542.696759206904,0.7858102826800692,32039.127236625718,0.5296029224065754,0.9836061236808658,0.1725965575076436,0.3410200676078097,1987,1967
Chandauli,12.742384534583334,-0.0005375529158276882,0.11878590040695204,0.01467068386882273,0.015502436998580695,0.024578671141414824,0.09541910648234438,45.53,26.488834,28.68679437222222,31.84612425,25.484031116666664,19.121938283333336,17.240232941666665,31.813964,25.4794305,19.128609,24.637491,1.47,0.4672044213189993,0.395064586855995,0.4699918326524804,11.446561430555555,0.003490004862461898,5.523359547510153e-16,66.83333333333333,0.004519959943647178,2.599539715009736,0.2311796516817473,1.4911075262973832,0.002099018936801278,265,1850.3782,884.17914,944.3756124999999,834.7658381,78.6979672524,109.60976892879998,944.9132500000001,0.0,0.24982835700076636,0.8839341328289544,7,218.32042515448674,117.34713127435865,-3.094799612948031,0.00018252338580880675,0.18297969427332877,-6.47630097698008e-18,5.077412094033567,0.06666666666666667,4.789999,0.1331070905,0.0,0.0,0.06666666666666667,2,0.6758395511063205,0.0,0.005486302746596276,5.077412094033567,1.0,1.9539925233402757e-15,0.8314995306789965,0.45,106.284996,23.374696965,18.7425,1.0149984,1.0,8,19.43604955616126,0.0,0.48062792987218694,0.8314995306789965,1.0,-1.7289873236829103e-14,0.2632982149535009,0.4666666666666667,222.53,131.27112556666668,129.952505,61.160004,1.0,8,34.56345303664021,0.0010435719291384735,0.5204655488191182,0.2632982149535009,0.9970488778642538,1.1587301587301588,3,4,4.336661417555327,0.09640135160049824,-0.0003489211622424622,0.16990909687316127,0.053601147301071905,0.1527777777777778,-2.76135647132145,0.07361111111111111,0.027777777777777776,0.8981240435343048,0.1597222222222222,1990,1974,0.7915787326880752,1194.6322858160336,0.8122291483895432,47663.80803963585,0.5268359585909892,0.9847342197972466,0.156076027787698,0.3520260867920334,2010,1971
Chitrakoot,13.150365068472224,-0.00040978648149980756,0.13079265313673544,0.015979091996576673,0.015991049863568228,0.025530094541831843,0.09965768082346578,47.11,26.632465,29.35056616111111,32.293953450000004,25.7275963,19.161239216666665,17.234252075,32.3271905,25.6951365,19.146165,24.612795,1.7,0.5160280531107146,0.41141127530305344,0.4891882487401559,12.11631408611111,0.006470572603501249,2.767462185341666e-16,60.36666666666667,0.005950632959230262,2.6784994984289803,0.26490948456403335,1.5321934629083922,0.002099018936801278,264,1511.4095,599.1405,877.5290931666666,783.3313042000002,73.12742416307778,94.19778575693334,860.383075,0.0,0.27521953274004424,0.8926556513052546,8,232.46577976072527,112.04536126199697,1.301528343150879,9.126169290440338e-05,0.16527492584987452,9.25185853854297e-18,3.9569592381590817,0.08333333333333333,3.2749996,0.15215322129999997,0.0,0.0,0.11666666666666667,2,0.602064094638698,0.0,0.008519854982050568,3.9569592381590817,1.0,9.473903143468002e-16,0.7324003209350107,0.4166666666666667,104.46,26.155399775,22.790373000000002,3.715002,1.0,6,19.156223189393508,0.0005703095532758143,0.3639146666712979,0.7324003209350107,0.9994296904467244,-5.210646728907401e-15,0.26532339558295603,0.4666666666666667,225.01674,139.194151,138.581845,61.760002,1.0,6,36.93146478860672,0.0022614301399309644,0.20227893759377788,0.26532339558295603,0.9917779587764294,1.15,3,4,2.80816550434773,0.09543881300274411,0.0005641524754569915,0.16674516159555614,0.08144219740776695,0.17083333333333334,-3.363262217112168,0.059722222222222225,0.03611111111111111,0.9008155068921632,0.16527777777777777,1983,1989,0.7903117918240047,1363.9330914320979,0.7905704022329015,54040.338759762024,0.5260899842063063,0.9842606390423266,0.16925923744648483,0.3617598592256802,2010,2013
Deoria,12.40850171986111,-0.00042536949903093646,0.11890990215621465,0.014482031967086096,0.01508389938937795,0.024403130723905618,0.0975749572867442,44.92,26.3053,28.254140527777775,31.560637766666666,25.36572205,19.170806799999998,17.096985455555554,31.566836000000002,25.3171435,19.177270999999998,24.600014,1.27,0.4570621650384914,0.3826139993411258,0.4678277044231387,11.15715507222222,0.0034399700750211825,8.456198704228275e-16,66.41666666666667,0.0019277514746203206,2.4647164433773874,0.25146630538624776,1.4467198955811784,0.003604836869723933,218,1520.9073,633.2301,1026.7372576666664,887.4363215000001,85.5614385952625,139.30094164315,1032.36687,0.0,0.26960163770649476,0.8643265985270295,7,258.1898247878445,123.78343551031358,-1.9233188841344584,0.0002737850787132101,0.18183892311202374,-1.1657341758564144e-16,4.953076765366904,0.1,14.669999,0.3949836698333334,0.0,0.0,0.11666666666666667,2,1.9563844377508364,0.0,0.015215841433453734,4.953076765366904,1.0,2.842170943040401e-15,0.8810114465547303,0.4166666666666667,129.245,26.933080213999997,19.540001,0.56999874,1.0,8,23.72835195951072,0.0,0.6762052508919146,0.8810114465547303,1.0,1.1131836193574903e-14,0.27450917986823725,0.4666666666666667,252.28,139.16379228333332,134.41751,67.08501,1.0,8,38.20173848705156,0.0018013070964943152,0.7786486818282884,0.27450917986823725,0.9965160344587837,1.1428571428571428,2,5,3.0513731153384924,0.1297777257866742,-0.0003104400605391522,0.2330461181326401,0.1299913006194382,0.17916666666666667,-2.723543066317597,0.05277777777777778,0.03611111111111111,0.8864991783897962,0.15416666666666667,1971,1972,0.784615768796097,1459.3728234330763,0.799062664089357,66661.98562397785,0.5300823935971923,0.9851402436799049,0.14639347249181098,0.3568896407584148,2010,2000
Etah,13.547386335555554,-0.0003152961286838618,0.1470439857452138,0.01672931464337374,0.015695308657072193,0.025059478344636944,0.11131000239207219,47.53,26.4767,29.07935146111111,32.37162824999999,25.606285500000002,18.840941966666662,16.146919022222225,32.315565,25.5583715,18.8202725,24.624096,1.31,0.5415551545125759,0.4018985544836122,0.47214417720624463,12.932432438888885,0.00821634187274293,2.294460917558657e-16,49.916666666666664,0.007202220543467863,2.750281379628984,0.2933605932911046,1.6227536717904973,0.0015514487793748574,237,1080.8744,629.5768,677.4578488333333,597.6934223200001,56.454821082740274,79.76443067288332,676.2085500000001,0.0,0.32246607213725204,0.8822592038003583,8,198.7394364634621,91.61226820229236,-2.3190063753820445,0.00013689253935660506,0.13666438512434406,9.25185853854297e-18,3.07915997086975,0.11666666666666667,8.820717,0.63483645845,0.0,0.0,0.25,1,1.9547630109079575,0.0,0.020070868784968048,3.07915997086975,0.9999999999999998,6.0396132539608514e-15,0.4998702553224267,0.45,149.345,53.53509073333333,51.8774985,7.404999,1.0,6,26.76059947358061,0.00028641653249431904,0.414214888357878,0.4998702553224267,0.9996419791865041,-3.173757553061781e-14,0.21483047474353378,0.4666666666666667,317.25998,212.03185600000003,205.84249499999999,114.84,1.0,6,45.5509042852326,0.003309584862696074,0.028457442067242857,0.21483047474353378,0.9878099269393139,1.2156862745098038,3,3,3.078915109892894,0.09901057438092448,0.002806145177074685,0.1614793824087259,0.0,0.15694444444444444,-3.374160808084216,0.05,0.03611111111111111,0.8878881630221235,0.15833333333333333,1997,2014,0.8231601205189659,2074.884881202421,0.7731795797608038,39497.36360581449,0.5296923936422188,0.9845472273788247,0.161522448096017,0.3529436349284585,2010,2003
Etawah,13.360041022361111,-0.0004694059820046226,0.13902162785734692,0.017183793874508003,0.016155332726973483,0.024667247090948956,0.10841129157804388,47.08,26.496439,29.26230746111111,32.2854093,25.613926533333334,18.942444166666665,16.567999316666665,32.253727,25.5675445,18.9544925,24.439466,0.95,0.5547858185653237,0.41380150559025447,0.46725795076567134,12.694308144444445,0.006421199222006551,-1.0177044392397268e-16,41.233333333333334,-0.006232475200497745,2.8533346654774294,0.41059750390634525,1.7312189725742875,0.0012320328542094457,288,1169.3899,562.3894,580.4228795,516.7580167069999,48.36857311638055,63.664860689566666,575.596365,0.0,0.42403371635738685,0.8903129682829808,8,238.32018553283342,83.73659145542464,-7.813184763267572,0.00013689253935660506,0.11289071412274698,-2.960594732333751e-17,3.218621758151939,0.13333333333333333,9.13487,0.6320895536,0.0,0.0,0.2,3,2.0344571903175064,0.0,0.03611871651747708,3.218621758151939,1.0,4.736951571734001e-15,0.5836675901812585,0.43333333333333335,131.13,42.67664879666666,40.73905,6.1849995,1.0,6,24.908976760162332,0.0005662736897262381,0.4736254362045018,0.5836675901812585,0.9994298208845116,2.1789977229976407e-14,0.2330087705368745,0.48333333333333334,285.16638,183.39788374999998,181.8,90.365005,1.0,6,42.73331541165213,0.0030790885183579436,0.1430042065851659,0.2330087705368745,0.9895362904315349,1.1935483870967742,3,3,3.3599534641902755,0.20309793318858427,0.009965435747620285,0.31284798152762144,0.1123505466527666,0.09444444444444444,-3.667964529257744,0.02361111111111111,0.027777777777777776,0.8277925997583276,0.15138888888888888,1983,1997,0.8110242391581545,1826.1362460717455,0.7089194452923077,56796.51083240414,0.5471080253482922,0.9841015126264026,0.1712316860287614,0.3718885517321302,2010,1980
Faizabad,12.867313778333337,-0.0003576911049779641,0.12209827249050985,0.015363559721077977,0.015476869134156608,0.024991174874213037,0.09961820013707506,45.91,26.431301,28.705395238888894,31.9259533,25.50142113333333,19.076888883333336,17.071742652777775,31.9476575,25.484277,19.0937945,24.524014,1.04,0.49049629017689655,0.39468215761561565,0.47675386613931403,11.633652586111118,0.0051831446512925795,-2.3684757858670006e-16,56.11666666666667,0.0091713971517966,2.5876004187596653,0.29739374396669577,1.5512832292611558,0.0048825005703855805,267,1723.5118,792.5899,938.4831568333334,832.7441001416665,78.20692976107222,105.7390569912,966.3881,0.0,0.3243938605389823,0.8873298301394607,7,279.09901966034874,121.32109855035651,-1.94557200250067,0.0008213552361396304,0.1536390600045631,-3.14563190310461e-17,4.11895159440179,0.1,9.954999,0.3653498485,0.0,0.0,0.11666666666666667,2,1.5048583409935277,0.0,0.017042181359544318,4.11895159440179,1.0,-1.8947806286936005e-15,0.8121206937250782,0.4166666666666667,122.495,28.299240140000002,21.610001,2.0800009,1.0,8,22.982398534389382,0.0,0.6393356858849683,0.8121206937250782,1.0,-2.7711166694643907e-14,0.26432930503864593,0.48333333333333334,243.46999,142.99800180000003,142.3025,66.619995,1.0,8,37.798562437709045,0.002155670654540765,0.6256959170880826,0.26432930503864593,0.9945604602374829,1.1714285714285715,3,3,3.2111763036505465,0.11504642390977143,0.0020471641694885284,0.19019485369205721,0.17475733947167205,0.1361111111111111,-3.2220080328275236,0.075,0.03888888888888889,0.9036509351982529,0.1527777777777778,1971,2006,0.7909331817389408,1428.731322357389,0.7707760305229822,77896.26277536772,0.5253063896905324,0.9847590136175598,0.1557740055401177,0.37021271333443784,2010,1980
