district,price_mean_modal,price_median_modal,price_mean_min,price_mean_max,price_mean_spread,price_std,price_cv,price_iqr,price_max_monthly,price_min_monthly,price_rolling_vol_3m,price_rolling_vol_6m,price_max_monthly_change,price_mean_abs_monthly_change,jan_avg_price,jan_std_price,feb_avg_price,feb_std_price,mar_avg_price,mar_std_price,apr_avg_price,apr_std_price,may_avg_price,may_std_price,jun_avg_price,jun_std_price,jul_avg_price,jul_std_price,aug_avg_price,aug_std_price,sep_avg_price,sep_std_price,oct_avg_price,oct_std_price,nov_avg_price,nov_std_price,dec_avg_price,dec_std_price,seasonal_amplitude,seasonal_cv,seasonal_strength,peak_to_trough_ratio,peak_price_month,trough_price_month,peak_month_consistency,price_trend_linear_slope,price_trend_quadratic_coef,price_cagr,mann_kendall_tau,mann_kendall_pvalue,structural_break_count,monthly_return_mean,monthly_return_median,monthly_return_volatility,pct_positive_months,longest_increasing_streak,longest_decreasing_streak,num_turning_points,max_drawdown,pct_imputed,observed_years,imputed_years,missing_years_before_imputation,fraction_extrapolated
Jalaun,1539.9241645411016,1493.8129720853858,1512.8522296397684,1561.2811062694193,48.42887662965083,532.5906916333674,34.58551426732626,885.0060763888887,2912.1916666666666,842.91,40.22681057455709,61.82577284795887,387.18181818181824,41.73644402650515,1583.2043187943714,612.2064487944662,1561.2043528441154,562.805528808394,1507.3272849730279,521.719146520415,1503.1328336165132,509.9961363238799,1519.1791957993937,514.9762050565258,1497.8728804531288,503.896704446356,1490.558045153,497.0084175183663,1524.0184298675426,528.5179348817838,1539.357599325324,534.1895771402804,1556.041633925922,557.7712254608542,1591.395735255353,585.1518623725738,1605.797664485525,584.9116153297924,115.23961933252508,2.543812874935629,0.0054098079351947125,1.0773130705692822,12.0,7.0,35.0,7.295379724841115,0.01962319143280992,0.05846965913272273,0.8825656303614675,5.05567749600762e-92,3.0,0.00514636801407494,0.006374997405469873,0.039993205832120376,74.05857740585773,34.0,4.0,58.0,27.65030805859052,45.83333333333333,20.0,13.0,0.0,4.166666666666666
Jaunpur,1625.2726993024048,1569.2238384715588,1592.0097011847756,1659.2603571825755,67.25065599780012,504.4652720583214,31.03880796587838,735.6128787878788,2922.720588235294,767.7083333333334,35.14255821113468,56.37317362802106,408.06778153353525,35.03411964293296,1634.7442206269816,568.4859525702315,1651.2066913828523,575.9108791915958,1635.3894979006513,525.522435349881,1585.2916044492663,475.1271983178689,1577.0541171394989,466.5818021878648,1590.5071831523685,479.66420107443093,1596.0005867694044,489.68910357654005,1602.5403679986416,495.1066295067244,1619.646060186575,498.59442220331334,1638.7435005142568,515.7637603438077,1661.702426347947,530.5117078341314,1710.4461351604145,546.4587434018608,133.39201802091566,2.3586718886977547,0.00577464105417485,1.084583031470642,12.0,5.0,65.0,6.971761268812761,0.017265870803017516,0.05618911828679107,0.9074361467660613,2.714929998044682e-97,4.0,0.005257898192681619,0.005664188469845177,0.03532830607051077,74.05857740585773,61.0,6.0,50.0,21.78732133403917,22.916666666666664,20.0,7.0,0.0,0.8333333333333334
Jhansi,1573.402978511656,1454.8488095238095,1525.7226496236249,1612.7874631696363,87.06481354601141,516.4550165073251,32.82407771948292,783.5258076235191,2903.9423076923076,857.8205128205128,37.238153908850435,58.523547995395205,406.50879917184284,37.783479141666234,1583.7910394307673,551.8348493231232,1590.3423261995172,565.7430429618589,1544.72926813245,519.972330651401,1548.4736365280023,501.2165680969898,1559.043550375612,500.6022634024244,1559.04690993952,509.73167774680155,1536.1041317477234,490.4538197957165,1559.742492245224,513.5652758336349,1574.4679921441052,525.082096666479,1583.7937566299931,540.2623443916463,1612.9300696116982,550.2030031445647,1628.3705691552598,561.1971035041521,92.26643740753639,1.7689791517384221,0.002904426326176273,1.0600652231190597,12.0,7.0,45.0,6.965644744550108,0.028547853993507268,0.04519307924316274,0.8149421338962459,1.1270731758574748e-78,4.0,0.004108160345580157,0.0018695699989004222,0.03844523873903225,59.83263598326359,28.0,6.0,76.0,24.0306556911723,21.666666666666668,20.0,8.0,0.0,5.416666666666667
Jyotiba Phule Nagar,1615.2933555791121,1599.5588235294117,1594.7904632480302,1633.9807280602117,39.19026481218171,464.28110884662084,28.74283530251801,680.1499407123374,2824.464285714286,746.625,28.614727757452737,44.45359893276022,371.9642857142858,29.07652111156944,1605.943460537561,475.9093178500828,1631.8956044102945,459.2786908295208,1632.8371909540763,472.841301427357,1587.8818830902742,459.8127965529736,1583.1260862698134,461.45771016353916,1583.2151873900034,476.54374003090606,1573.9885685515364,483.21996183244636,1593.1393856960124,481.36347225609046,1622.111225293492,472.73742431941355,1641.3926493633396,482.7051934800721,1658.0123719739545,483.6918149986201,1669.9766534189905,481.1833986104156,95.98808486745406,1.9776925301706716,0.004734327897077377,1.0609839784006736,12.0,7.0,40.0,6.522638291839042,0.011037392670756586,0.056529714990170454,0.8982364167437664,2.954795021742316e-95,6.0,0.00494204991239517,0.001784298176050747,0.030364810979603776,55.64853556485355,21.0,13.0,54.0,21.484185406892077,27.500000000000004,20.0,10.0,0.0,0.8333333333333334
Kannauj,1595.1811239596339,1563.0125,1563.2081039166947,1623.4943169611643,60.286213044469555,518.7196328477517,32.517914427181864,812.6278409090908,2880.0,871.3133333333334,30.940951557817005,50.40639558786828,386.96641156462556,31.21210443571736,1596.8658457833374,579.6459515899364,1603.9876072994543,572.967163467841,1577.6988739925098,539.3772250887928,1560.2881934420038,490.53951731670264,1563.981677373397,486.67513566524394,1571.958024164293,492.4416531771924,1559.9510576377547,491.7844107321429,1574.811224303683,510.820717349522,1608.1546925111568,514.7774283131301,1616.3730215268192,534.9952266523471,1650.6583067642737,559.4049159168292,1657.444962716922,574.0172392323248,97.49390507916723,2.1000332998080276,0.004170681205311995,1.0624980537702273,12.0,7.0,45.0,7.20194588527665,0.012335863854019377,0.05902190337487401,0.9060766551191459,8.290034481997896e-97,5.0,0.004910216988583182,0.0027836345976168797,0.030017063659520185,64.85355648535564,26.0,9.0,53.0,19.852931777269877,38.333333333333336,20.0,11.0,0.0,5.416666666666667
Kanpur Dehat,1537.8235139309375,1399.353377039627,1505.3553092863847,1568.8734909889536,63.51818170256904,532.4932193155462,34.62641938374341,781.3880794582067,2913.5416666666665,758.3333333333334,41.691997210923134,68.66445950557531,433.9615384615381,41.87280889159874,1548.410821104435,581.991789978618,1553.6124396103628,578.4269056030311,1530.6446157823768,542.5452034366197,1475.5724624843176,523.5734027206832,1482.190665302613,526.3393665981974,1489.358851094451,529.7801938885691,1481.8881186222238,521.1689472708108,1539.4152078467478,518.4109391622314,1565.4154906318663,525.0735633547386,1583.8579217427646,539.1055042749751,1597.8715925069023,560.389746209886,1605.6439804421916,566.8521459830566,130.071517957874,3.034184302442396,0.00767836485616911,1.0881498681121236,12.0,4.0,35.0,7.2700194060546846,0.02465724498704201,0.06041717854823303,0.8628517674582019,3.786858714169887e-88,5.0,0.005210256300411605,0.005432539214530019,0.04297608556895657,60.66945606694561,15.0,9.0,59.0,22.33375544808259,30.833333333333336,20.0,12.0,0.0,1.6666666666666667
Kanpur Nagar,1564.8986753577265,1485.5288285024155,1532.3299240843548,1595.2596042007797,62.929680116425075,521.5127966737965,33.32565902738603,770.3891878834966,2875.9411764705883,834.5,47.43585388994961,73.42172340298022,415.51230994152024,49.617248819302866,1533.0429920076028,588.6762939712909,1539.2115068697326,569.9410405179681,1523.9768907150908,541.9071641920633,1519.644486176533,492.5390816780851,1524.6823295573931,498.77446214435946,1509.6958685268032,517.4309308822496,1512.9593393605337,506.1222838487506,1576.0066460222195,514.6750369028648,1616.3155999158778,511.9151889529833,1612.1072741777061,525.4157566477008,1651.5596526873724,545.701116506175,1659.58151827585,551.3934231592053,149.8856497490467,3.5646959166053005,0.011441619062720997,1.099282016248285,12.0,6.0,25.0,7.068672356393233,0.02684396693446953,0.056225280170819625,0.8527293977527021,3.812975087165099e-86,5.0,0.0057916922022900235,0.005756010077287543,0.050079781030148554,58.995815899581594,8.0,9.0,101.0,27.992486360939406,4.166666666666666,20.0,4.0,0.0,0.8333333333333334
Kanshiram Nagar,1578.1472168385599,1548.75,1538.3501668156969,1612.1880169790436,73.83785016334679,497.777562155117,31.541896525489882,816.5677010489512,2740.0,732.7083333333334,38.542049532115406,58.577397686161405,390.1136363636365,39.65094796443011,1592.4410117591747,528.0188825691071,1607.2441001317522,527.5557010100331,1579.6939765621487,489.5333416681285,1539.5497816422708,492.609200708153,1552.5908003385503,505.25964178813837,1551.4751324786325,502.9968892813316,1530.180040010608,493.43706403131006,1545.6123758364909,497.09454940953,1568.0232145354644,505.1599231846205,1587.8136996336996,510.1745643650077,1631.9866199368266,513.8000607815525,1651.155849197099,531.5714161046465,120.975809186491,2.393279916219732,0.005757200935817252,1.0790598531043787,12.0,7.0,40.0,6.906480528851487,0.010817011952489118,0.0559985429417269,0.8668134501968884,7.738943854719924e-89,4.0,0.00515847640723779,0.0025739554742298942,0.03914885179667378,60.25104602510461,10.0,6.0,79.0,22.396125772038182,9.166666666666666,20.0,5.0,0.0,3.3333333333333335
Kaushambi,1514.2943686066972,1287.5445833333333,1447.4692178163532,1578.9416854818944,131.47246766554105,556.8669837434387,36.774024607633734,786.6883854166667,2846.714285714286,800.0,25.12867679110739,40.61301055077638,383.0,25.339930555659162,1504.1706038376021,608.2154700526382,1509.5568013716356,609.4823031602708,1503.0323414351853,580.6287004231455,1478.128639601929,522.5608984767906,1483.1910732332826,518.2393074397285,1490.127017836588,532.6447268566309,1489.1978263164137,534.0240976710074,1509.2699468976791,552.8482693927261,1523.217119205221,565.295748905225,1541.5894385066365,582.7246904220425,1560.6959101319876,599.7402767023295,1579.355704906205,612.9208599911572,101.22706530427581,2.0861005024977746,0.0032180154931831973,1.0684832582173207,12.0,4.0,65.0,7.709073243069319,0.023927143888030605,0.06375536660780035,0.9153076280816661,7.403296836152405e-99,4.0,0.005151028600480614,0.003666666666666707,0.023806425523218596,73.22175732217573,96.0,12.0,34.0,20.727522306108447,55.41666666666667,20.0,17.0,0.0,3.75
Kheri,1579.1718963108865,1568.6423849020314,1534.8089385221513,1618.364364036096,83.5554255139447,504.74799816207496,31.962828070916157,792.3794761464073,2852.247191011236,745.72,42.93894150859192,66.62981616536693,328.2975759264423,43.725630337348264,1622.1664070537113,565.5087756676805,1610.5875403709742,520.6641098550645,1597.082008104738,500.84898085076566,1513.13490489071,489.01783324084766,1526.722335857448,489.12527497336396,1539.6183545691758,491.85297141427355,1526.3446365690247,493.6290338530091,1554.1527999588031,512.8888702070666,1578.703887207404,519.0662415059858,1598.5661571094201,522.6476044149791,1629.3890876428973,526.7414399066389,1653.5946363963296,539.4429847744806,140.45973150561963,2.938468903921616,0.008451850392861374,1.0928269720377408,12.0,4.0,45.0,6.970435204114136,0.013953397723377624,0.056400737342527485,0.8607493430188283,9.755681170914288e-88,5.0,0.005268817764559766,0.006866412816118439,0.044763461536096096,64.43514644351464,12.0,6.0,77.0,24.70987490018631,1.6666666666666667,20.0,2.0,0.0,0.8333333333333334
Kushinagar,1537.630495429478,1524.6875,1522.635202202001,1555.126414052399,32.49121185039799,497.2376892924476,32.337918034954384,747.1587121212119,2780.0,899.7304545454546,22.71631810446267,37.636090804758545,315.0,23.279574767701913,1529.802360064757,539.3422075552063,1515.1525434019736,504.9677218376449,1499.232447073045,473.7381358889803,1503.7003422532719,476.7404657356497,1511.9493857240966,485.02234718546674,1517.4421597110493,489.2898083238349,1522.6600498084995,499.0928010923372,1538.5386884337377,514.7729031303311,1560.5817942241322,523.6833576499763,1573.6502805080759,518.1302738952703,1586.2256870704364,530.4994581803882,1592.6302068806606,536.0176113547458,93.39775980761556,2.1205549717719023,0.004300064388904972,1.0622970507274947,12.0,3.0,45.0,6.861315862674336,0.022309507649364367,0.053126995854061,0.8864658469005942,8.295017166263679e-93,4.0,0.004644366178943373,0.005429353255440139,0.021775876644778057,60.66945606694561,36.0,12.0,38.0,22.66187050359712,59.583333333333336,20.0,19.0,0.0,4.166666666666666
Lalitpur,1568.714805713494,1481.8854907539117,1496.2270200076357,1624.5574057590902,128.33038575145474,508.29160130660574,32.4017851718701,877.53125,2818.5,859.2307692307693,35.59445387425512,52.24992935680544,303.2222222222222,37.79094363750489,1568.8131472658868,553.1676402345976,1551.2885918060044,539.5995907394883,1518.666314083764,500.8467791237429,1548.4419310542535,502.60488535805746,1564.9211509908368,494.811696894637,1557.8059427692249,495.577666992724,1549.183859587304,488.7393252420195,1572.5686744905652,505.2700586132593,1588.6634602876093,512.2393899905663,1585.9743181504136,526.0425071811804,1605.6935377612108,561.9117868745502,1612.5567403148543,549.2573923541506,93.89042623109026,1.6903587255629189,0.002721572343462326,1.0618242634082102,12.0,3.0,15.0,6.969700188406299,0.022714907478674475,0.050972006650398916,0.8037728623020869,9.504852425091253e-77,5.0,0.005007428660227625,0.0004582913339472583,0.04100369735548718,51.04602510460251,10.0,20.0,86.0,22.155588776448937,20.833333333333336,20.0,8.0,0.0,0.8333333333333334
Lucknow,1590.8858506301367,1579.9954644412192,1554.492175973653,1625.2119959158615,70.71981994220869,557.0025908469072,35.01210288760083,830.5649679487178,2941.8367346938776,699.2199999999999,50.75272121890197,80.65332383822118,343.5256410256411,50.89089854431828,1562.1250647862416,655.2585640705126,1576.5592649821517,663.2054236414051,1561.6439798373947,609.2780366173346,1532.2924277265652,517.0514884252008,1509.8763254410087,545.185307146004,1531.230376321353,552.1308771107012,1543.6872418019761,540.6996459433524,1589.6974902713432,522.7264806388418,1638.8191764524431,516.2229348123687,1650.7608774841715,530.1771833179324,1680.4811194635035,556.8925527497556,1713.456862993488,566.073720514902,203.5805375524792,4.091472830654634,0.01365598248667771,1.1348325913336093,12.0,5.0,70.0,7.718926980464676,0.011413565660768076,0.0634947009059248,0.867225783663639,5.067002066129402e-89,5.0,0.007023029782220056,0.009602194787379892,0.05386878696543124,70.7112970711297,11.0,6.0,75.0,23.69824198834335,1.25,20.0,2.0,0.0,0.8333333333333334
Mahamaya Nagar,1597.2946757062903,1582.93125,1561.139493750107,1628.4718104513918,67.33231670128474,518.2399461433898,32.44485529348146,792.1680288461539,2905.2083333333335,783.3333333333334,43.52539631458044,68.32504485453582,346.1111111111113,44.482640905615504,1639.868837535887,577.183385145988,1635.90740294583,551.7432752725393,1613.304187186478,525.7336653031521,1556.1856321382625,486.90662801475133,1548.6415264782977,496.8667412009789,1547.1211806930482,506.33482623412084,1531.8700398501312,500.23630430119175,1557.17004701578,506.9297027452547,1589.27002914539,523.9933972725365,1614.3902079441139,543.1625517900204,1656.8310976701184,551.1039431736318,1676.975919872147,562.04289041916,145.10588002201575,3.0597769885302064,0.008893810367405884,1.0947246673981639,12.0,7.0,40.0,7.119085583629387,0.015357203136905405,0.06002528928514317,0.8521909051594263,5.067088200084088e-86,4.0,0.005691493321312838,0.004753827816998513,0.03974451663137126,56.903765690376574,10.0,17.0,73.0,24.688705808739176,8.75,20.0,5.0,0.0,2.083333333333333
Mahoba,1587.954379794414,1470.2302631578946,1510.1351606725482,1665.177885342365,155.04272466981703,475.731218127213,29.958745930018722,738.5840204678364,2820.0,1039.7916666666667,30.742681209934524,49.79851725357035,375.5,30.968311628647918,1594.0629266454998,533.4732278828858,1591.1552139708754,523.1983543455741,1559.7841308000343,471.5621877925848,1572.0810865499973,451.47511354188657,1575.6385031021641,450.39813551111865,1573.1176750848556,448.51598149682417,1551.9456268240183,447.52469646505745,1581.1437188859156,471.36962800925625,1585.6170000399059,474.93397205812374,1602.2149575959388,494.8752075984074,1628.8496608972341,523.8665309336442,1639.84205713653,532.1430981130324,87.89643031251171,1.6313144027294797,0.0029650231006826612,1.056636282092168,12.0,7.0,50.0,6.12763641319717,0.03756215278436916,0.04493452198777015,0.7406245563122268,2.1912839946302656e-65,5.0,0.003922331737952417,0.0035621761658031215,0.03201936605535209,65.69037656903765,48.0,20.0,51.0,26.375484732833428,47.91666666666667,20.0,13.0,0.0,2.9166666666666665
Mahrajganj,1569.9604455691733,1572.8351351351353,1530.563452284396,1603.8086189542967,73.24516666990105,499.6996332424956,31.828804009220406,752.3226065048098,2673.3695652173915,869.0808333333333,29.96314960355853,47.292383272993916,477.5852514919011,30.704335374089762,1572.3521741331053,542.1578921607357,1586.663722992255,545.6103474163255,1557.911798399647,508.30627843406364,1539.8882322899017,478.6283321224562,1546.055832348168,481.9587919440431,1553.6725228671426,486.460589473809,1534.3717749099314,497.6852453996674,1543.6161315405138,502.40746765311894,1563.2605042053651,497.2540548926138,1593.5466172435786,517.5331911273506,1616.0527415260212,528.532460237272,1632.1332943744512,535.8223982525858,97.76151946451978,1.988688833722952,0.0039038491758407413,1.0637143624922705,12.0,7.0,55.00000000000001,6.9704823555226785,0.012966571941143161,0.05692808311674069,0.8991070337353912,1.8223706210440197e-95,5.0,0.004980251877088231,0.004509579120585361,0.03283639716575938,76.15062761506276,44.0,3.0,65.0,21.536488027366016,25.416666666666664,20.0,7.0,0.0,3.75
Mainpuri,1577.6617848465908,1548.9054054054054,1549.0608650142874,1599.5696948679886,50.508829853701016,509.9329447109996,32.32206988905323,805.8004628704628,2848.4242424242425,759.0666666666667,41.7306685244022,64.7393193893446,275.5922619047619,43.262333765693555,1607.1005459081905,564.7236998203323,1599.1454743490303,535.1324176284082,1567.8597800632153,496.6764105960013,1535.191046374267,498.7606232064718,1533.863567829442,497.04549568076544,1542.292813853354,505.3519335441382,1530.3184344788715,493.0723924583651,1560.4094179507802,502.4452379818418,1579.1126834541083,511.05102130506276,1595.4255604552263,528.6839433796595,1632.060556201676,548.1780464697794,1649.16153724093,559.2602469396194,118.8431027620586,2.515542021447749,0.006057101105623854,1.0776590676061018,12.0,7.0,30.0,7.026148254653245,0.015762152342242076,0.057726942947886606,0.8606200137758011,1.0564709565486697e-87,5.0,0.005227666687986699,0.005490696201448264,0.04080670179487965,58.995815899581594,9.0,9.0,88.0,22.33741894067981,10.416666666666668,20.0,6.0,0.0,0.8333333333333334
Mathura,1614.0175359531158,1533.880133333333,1577.2056874880736,1639.7731107251966,62.56742323712297,525.1339721601358,32.535828171782015,799.2973529460962,2978.173076923077,734.3877551020408,44.272858051996096,70.35384970648536,360.294117647059,44.89108742657222,1661.0782296316088,582.7740044115965,1661.3962169322403,557.7745580712926,1626.0219121251446,532.2116544908995,1547.842418823156,493.4030484015704,1557.5573235112947,502.6304062387676,1563.581382450075,509.1758849076866,1548.6511457135027,500.17038321927834,1585.730398626693,518.5628938087985,1606.8409439973998,522.4919706254065,1630.3737371930201,546.6980813311029,1677.805630289593,568.1805997905738,1701.3310921436616,576.4154041890322,153.48867332050554,3.331200226491662,0.010482810694801272,1.099162984199131,12.0,4.0,35.0,7.18735854638707,0.019307356235297456,0.05820057847921989,0.8548215573873437,1.4702373160354753e-86,4.0,0.0051603405657260765,0.006244543670101077,0.04048889828842141,61.50627615062761,10.0,6.0,86.0,23.016330819782404,6.25,20.0,4.0,0.0,0.8333333333333334
Mau,1596.8967045014908,1571.3793103448274,1552.3808288554426,1632.5072772186913,80.1264483632487,504.4678092342992,31.59050975634525,725.8938506191951,2910.0,936.463777777778,36.207453105415354,57.45306230925708,431.3888888888887,36.805821911068364,1610.1851213617817,570.8164874144162,1623.1422461289744,571.548976307612,1591.2013853877554,512.1139211625564,1565.7679838351003,460.63484233588827,1556.1659355018778,463.17031442400014,1560.6408001125856,461.79698903748397,1564.6397688165143,481.8307089838879,1575.0140269926758,497.6260786126084,1589.7239901899256,502.64509040337515,1617.696194348147,531.4405923553768,1643.875373893638,548.4874648415853,1664.7076274489161,562.4771715603674,108.54169194703832,2.2058625478392444,0.004875774665043468,1.0697494331875557,12.0,5.0,65.0,6.935876543164315,0.017450996626823527,0.05494602122184622,0.8925482830624806,4.1723359659013377e-94,4.0,0.004778584437175301,0.003226711560044837,0.03430643904459512,70.29288702928869,59.0,4.0,65.0,22.709923664122137,26.666666666666668,20.0,11.0,0.0,3.75
Meerut,1632.4653765284845,1560.7765151515152,1589.3828441614244,1674.9389102386233,85.55606607719885,528.7534370805656,32.38987145963151,853.4213855690484,2900.5555555555557,799.6666666666666,35.67659983726822,56.99511466490585,314.68253968253975,36.40196039158094,1656.568230847006,586.7065556764309,1655.68860054351,566.7498559209832,1630.5453462450582,534.6898203632622,1599.9826956988782,524.7709590779798,1570.3123990053052,492.1737867216732,1580.6912297702863,515.561553421597,1584.7661281356961,520.0152142462036,1611.2692781248625,534.1812824697988,1639.5609856726783,527.8383041536152,1653.6078377912454,534.1801890507678,1693.8868222515207,560.5863468885096,1712.7049642557674,569.8879569070392,142.3925652504622,2.749160385582723,0.007204132726364894,1.0906778583297558,12.0,5.0,60.0,7.338277288981155,0.01759419682900167,0.05620929450908996,0.8923409535019178,3.7487526450529536e-94,3.0,0.004926562092656933,0.002965533739116566,0.034263621410353884,66.94560669456067,44.0,14.0,53.0,22.532256567344284,31.666666666666664,20.0,11.0,0.0,0.8333333333333334
Mirzapur,1624.1211970123218,1583.0082417582416,1588.434676729096,1661.1974245681652,72.76274783906884,505.7922485700684,31.142518766487786,786.4073946886449,2902.8,888.0952380952381,37.875017358288126,61.32741752510678,379.3689555125725,37.508058180741514,1645.4136383431833,571.7800274119302,1663.8152708181667,556.2829974447916,1643.2015380947007,510.4752445248334,1579.0945549058397,464.1272266384652,1562.7481748023142,474.11927168917424,1575.3081056844665,484.83268908247265,1593.0135578412605,492.91282118458696,1604.9682042624183,502.1802308337014,1620.203629442677,503.7896452072369,1639.5423435114985,525.839164022672,1664.4269110311973,533.9301032459957,1697.7184354101385,561.2806211057136,134.97026060782423,2.572290217210638,0.006822325912431268,1.0863672489170546,12.0,5.0,40.0,6.990269893125897,0.017804920324593736,0.05550412630741741,0.8854198687307341,1.1980736595846901e-92,4.0,0.005041364242095178,0.005152979066022523,0.03276247980724029,62.34309623430963,14.0,6.0,64.0,22.283972750089628,15.833333333333332,20.0,8.0,0.0,3.3333333333333335
Moradabad,1632.3505662682796,1593.8823484848483,1607.2854379596808,1655.9744739320415,48.689035972360415,501.9360809549696,30.749282128926925,658.0416038961041,2928.9583333333335,731.0,43.84036077857691,69.55795270141628,426.62037037037044,43.55321647053515,1673.5006268990269,537.2412773837468,1688.5188555815032,555.2387364140466,1662.070318999888,504.1809907967911,1553.5883210786592,497.72250305824724,1561.4053688828035,496.13205404751136,1577.6840374863955,498.5370238903455,1582.3263078431742,491.3645535276812,1605.8248121749991,487.5150810666436,1622.9291594938632,494.3388744383662,1645.2083063326656,506.8825815218407,1692.5866225085406,521.912768749509,1722.5640579378367,534.572742020877,168.97573685917746,3.46465754767018,0.012695525057013676,1.108764808905011,12.0,4.0,50.0,6.936374890604894,0.012570401977308444,0.05859777713985315,0.8806945982024124,9.240872009235685e-92,4.0,0.005466143578505905,0.00842334541429346,0.04456504210245473,74.05857740585773,22.0,5.0,62.0,19.79442922696349,22.083333333333332,20.0,8.0,0.0,0.8333333333333334
Muzaffarnagar,1632.3185352490202,1615.1964285714284,1592.9987719769226,1680.7416664194955,87.74289444257263,519.4762417188276,31.8244405427632,806.9146350472813,2973.706896551724,776.1081081081081,42.82633428427237,68.57092324717513,456.8963156584514,43.4471305390012,1674.39623399835,565.2610600873851,1676.6955743100964,552.8855299543955,1660.0963502734471,534.586380391103,1590.952495462874,496.8880834593835,1567.7974682267236,489.4051145250324,1582.647486472798,496.13582127108964,1578.8854437303967,513.451261202056,1588.0936258423703,517.6224560688613,1607.7714258781687,531.628119731299,1639.8355395892208,540.9196382776341,1696.3094630802639,547.7006995354275,1724.3413161235324,558.2766589019876,156.54384789680876,3.246223070121664,0.01040483420235171,1.0998495348215287,12.0,5.0,35.0,7.1613496707117035,0.017198452738116304,0.05787764589310651,0.8661098873639391,8.487632928131052e-89,4.0,0.005111457001084359,0.005812809886524661,0.03975000487594511,61.50627615062761,12.0,11.0,65.0,23.58139861120854,5.0,20.0,3.0,0.0,0.8333333333333334
Pilibhit,1615.2680562432465,1600.497491638796,1588.2013039096041,1639.0607099288875,50.85940601928343,515.3328586257211,31.903859958963743,725.730120625663,2910.03125,731.52,39.85110919411708,60.70879691034351,376.52618724559034,41.1941258708687,1637.8954049054253,553.7961447889705,1663.530910986697,567.824137024212,1620.468821271568,536.4506839733313,1530.9782117866464,506.4726698681256,1551.002110615711,492.3835879001712,1568.9279690858377,502.0474524192558,1578.107831489478,500.95385914979477,1600.1437074603411,498.3640963835015,1622.065466838065,517.8611320103602,1645.014994885513,528.8755785913111,1669.061828826408,542.8895429240533,1696.019416767267,548.6649352886951,165.0412049806207,3.134938944817979,0.009655432086170004,1.1078011455094572,12.0,4.0,60.0,7.184740854659583,0.013400232555833625,0.05920197805839367,0.9058702524726006,5.702830868592663e-97,5.0,0.005240784423678695,0.008338647997267357,0.0371044773524198,70.29288702928869,21.0,5.0,68.0,18.969937347896657,20.0,20.0,8.0,0.0,0.8333333333333334
Pratapgarh,1596.643519868338,1534.702380952381,1566.2209369282025,1636.4174887853305,70.19655185712814,523.706076059685,32.80043851634901,779.0042326050418,2896.0344827586205,842.5,34.389679564822075,53.88296549248432,414.6059113300489,35.16876827411283,1578.1697900371976,588.3060237432832,1589.7423806013187,571.5059714669426,1588.2024570389185,552.3188054008209,1567.3677486646495,488.2424717767647,1559.941422679769,479.0373024775902,1575.9928273061128,498.942089453386,1559.7095205731969,504.2415776961037,1594.4053762607653,510.74348283064677,1615.9327257328932,525.2034099015328,1627.064130054152,546.6254246648209,1648.3073706246862,562.8505856648767,1654.8864888463954,580.0221014832745,95.17696827319855,2.0529633538976717,0.0039174466833243856,1.0610222397297548,12.0,7.0,35.0,7.245712519717533,0.018303940615167682,0.06042250004345906,0.8835344187745862,2.446094703165664e-92,4.0,0.0052187861096872415,0.0035749106272342512,0.033424666523057235,59.41422594142259,27.0,12.0,64.0,26.471151415813292,22.5,20.0,11.0,0.0,0.8333333333333334
Rae Bareli,1566.061844442299,1523.6695697696555,1548.5696309120447,1577.977266423325,29.407635511280528,518.4751858192092,33.10694195501883,804.8647755613874,2799.6612903225805,735.0,41.471590427311654,63.82239234645593,343.5641304347828,42.552407345375165,1588.4592193872563,563.9948223425032,1587.071908400325,543.9868274668529,1559.3860759106237,526.0593679298557,1511.5526923105722,505.61622357976216,1537.1319851723752,492.6622318249581,1540.7020839701756,502.48845730192824,1518.5702708028352,504.31670867674336,1543.0485375157496,514.7983368322136,1567.365650856303,529.3889114620973,1583.9171080997135,541.7493930850112,1624.49123898678,560.3885087132587,1631.0453618948795,561.8310033483868,119.49266958430735,2.4490757423024747,0.005472254645889942,1.0790529302697678,12.0,4.0,30.0,7.139561240673138,0.01756585103990321,0.05737594329092377,0.8551005120052959,1.2945763423240401e-86,4.0,0.005342625782686911,0.004914887031878923,0.041897312297971,62.34309623430963,9.0,8.0,88.0,21.338928475664222,1.25,20.0,2.0,0.0,0.8333333333333334
Rampur,1602.105992260662,1523.8333333333335,1574.302210115395,1631.1918790769555,56.889668961560695,514.513859920194,32.114845235313425,799.2594351270423,2929.0476190476193,795.0,31.07452215218284,51.191841203603474,444.1920731707319,30.77471156620085,1611.5150036223035,568.052658467947,1624.0215101340423,584.2719481339924,1599.0965622548806,534.7038275990662,1563.7788943062965,478.6413256508731,1561.3767330856713,483.18547413441235,1566.0766591253873,498.75608675962536,1565.7549401021656,501.6827676830987,1575.9407471553563,500.3930686061097,1602.8975265030062,514.4255240497766,1629.2009423076138,520.5819080195569,1649.4112679785212,538.6387937352018,1676.2011205527015,569.6754250696667,114.82438746703019,2.340951819459523,0.005313409448883581,1.0735404755520523,12.0,5.0,45.0,7.155666312246387,0.017614660485364735,0.059112708087645904,0.9096235498370011,9.841325344434103e-98,5.0,0.005021438203173055,0.004807692307692291,0.028640283824860346,64.01673640167364,24.0,13.0,53.0,19.708449868632925,31.666666666666664,20.0,12.0,0.0,1.6666666666666667
