district,year,month,avg_tmax,avg_tmin,avg_tmean,monthly_rainfall,rainy_days,HDD_10,HDD_15,HDD_18
Agra,1966,1,24.060322,7.0696774,15.565001,1.6136221,0,0.0,0.9849987,76.315
Agra,1966,2,28.323214,12.375358,20.349285,14.19822,1,0.0,0.0,1.7950001
Agra,1966,3,32.80419,15.073548,23.93887,0.0,0,0.0,0.0,0.11999893
Agra,1966,4,38.939003,21.763,30.351,0.0,0,0.0,0.0,0.0
Agra,1966,5,42.19484,26.054838,34.12484,21.364155,2,0.0,0.0,0.0
Agra,1966,6,39.964333,27.638,33.801167,109.9007,10,0.0,0.0,0.0
Agra,1966,7,37.191933,27.086775,32.139355,78.79889,7,0.0,0.0,0.0
Agra,1966,8,32.785164,25.37129,29.078226,375.3415,14,0.0,0.0,0.0
Agra,1966,9,34.905334,23.365667,29.1355,41.31173,2,0.0,0.0,0.0
Agra,1966,10,35.154194,18.43129,26.792742,8.543377,1,0.0,0.0,0.0
Agra,1966,11,29.593332,13.040667,21.317,9.187248,1,0.0,0.0,1.4949989
Agra,1966,12,23.981936,6.49129,15.236612,0.1459662,0,0.0,6.42,85.665
Agra,1967,1,22.576775,5.4825807,14.029677,0.0,0,0.0,37.809998,123.08
Agra,1967,2,28.5275,10.859285,19.693392,0.0,0,0.0,0.5,7.424999
Agra,1967,3,29.792257,13.494516,21.643387,23.049982,3,0.0,0.0,0.22999954
Agra,1967,4,37.013668,20.564667,28.789165,0.28671148,0,0.0,0.0,0.0
Agra,1967,5,41.73645,25.469355,33.602905,2.1594436,0,0.0,0.0,0.0
Agra,1967,6,41.661,28.994,35.327503,46.87873,4,0.0,0.0,0.0
Agra,1967,7,34.787422,26.447096,30.617258,225.81628,12,0.0,0.0,0.0
Agra,1967,8,32.037743,24.883226,28.460485,505.08533,25,0.0,0.0,0.0
Agra,1967,9,33.154,24.335,28.744501,200.9506,13,0.0,0.0,0.0
Agra,1967,10,34.024517,18.37871,26.201612,2.2264178,0,0.0,0.0,0.0
Agra,1967,11,28.704334,12.439333,20.571835,0.35366276,0,0.0,0.0,0.0
Agra,1967,12,22.25129,10.499355,16.375322,62.983883,7,0.0,1.7749996,50.894997
Agra,1968,1,20.13129,7.8248386,13.978065,27.46032,3,0.0,36.97,124.68
Agra,1968,2,23.848965,9.155862,16.502415,1.7684662,0,0.0,12.975,53.65
Agra,1968,3,31.430645,14.926775,23.178709,6.1186237,1,0.0,0.0,0.055000305
Agra,1968,4,37.588,20.481333,29.034666,0.0,0,0.0,0.0,0.0
Agra,1968,5,41.901936,25.741936,33.821934,0.0,0,0.0,0.0,0.0
Agra,1968,6,40.468998,28.323,34.396,14.812898,2,0.0,0.0,0.0
Agra,1968,7,34.07645,25.972582,30.024517,255.5132,17,0.0,0.0,0.0
Agra,1968,8,33.5629,25.21226,29.38758,177.08089,9,0.0,0.0,0.0
Agra,1968,9,35.711666,24.457333,30.0845,51.116486,2,0.0,0.0,0.0
Agra,1968,10,33.713547,17.99742,25.855484,19.211868,3,0.0,0.0,0.0
Agra,1968,11,29.834665,11.658667,20.746668,0.0,0,0.0,0.0,5.4349995
Agra,1968,12,24.32258,7.5803227,15.951451,0.0,0,0.0,17.265,68.405
Agra,1969,1,23.04871,6.406774,14.727742,2.9543324,1,0.0,25.57,103.735
Agra,1969,2,27.195713,9.315001,18.255358,6.1550975,1,0.0,3.6899996,29.805
Agra,1969,3,35.080322,15.937097,25.50871,0.0,0,0.0,0.0,0.0
Agra,1969,4,39.102333,21.378666,30.240501,2.1599452,0,0.0,0.0,0.0
Agra,1969,5,39.905483,24.905483,32.405483,15.72316,2,0.0,0.0,0.0
Agra,1969,6,42.575,29.529333,36.05217,11.96369,2,0.0,0.0,0.0
Agra,1969,7,34.614517,26.123873,30.369194,310.59616,18,0.0,0.0,0.0
Agra,1969,8,33.237095,25.502905,29.369999,208.00104,9,0.0,0.0,0.0
Agra,1969,9,32.955,24.176332,28.565668,112.65647,7,0.0,0.0,0.0
Agra,1969,10,34.656773,19.406775,27.031775,0.0,0,0.0,0.0,0.0
Agra,1969,11,29.860666,13.579333,21.72,30.676537,2,0.0,0.0,5.8500004
Agra,1969,12,24.464193,7.0793552,15.771773,0.0,0,0.0,4.1850023,69.24
Agra,1970,1,22.766129,7.4322577,15.099194,26.85114,1,0.0,15.22,89.924995
Agra,1970,2,24.17,9.295,16.7325,43.126205,5,0.0,10.325001,51.670002
Agra,1970,3,31.040323,14.346774,22.693548,4.5062165,0,0.0,0.0,2.0650005
Agra,1970,4,39.772667,20.619,30.195833,0.0,0,0.0,0.0,0.0
Agra,1970,5,42.50613,26.022259,34.264194,23.993723,2,0.0,0.0,0.0
Agra,1970,6,38.614002,26.748,32.681,71.187904,3,0.0,0.0,0.0
Agra,1970,7,36.6671,26.772903,31.72,82.31477,6,0.0,0.0,0.0
Agra,1970,8,33.68613,25.554516,29.620321,236.09015,16,0.0,0.0,0.0
Agra,1970,9,33.738667,24.551666,29.145166,126.66234,8,0.0,0.0,0.0
Agra,1970,10,34.074196,19.40742,26.740807,3.0904284,0,0.0,0.0,0.0
Agra,1970,11,29.534666,11.399334,20.467001,0.0,0,0.0,0.0,8.819999
Agra,1970,12,25.127096,6.8919353,16.009516,0.0,0,0.0,2.085,61.81
Agra,1971,1,21.850323,5.55871,13.704516,10.721099,2,0.0,41.340004,133.16
Agra,1971,2,26.256786,9.030714,17.64375,9.031926,1,0.0,6.5600004,37.905
Agra,1971,3,32.16226,14.27387,23.218065,0.23934932,0,0.0,0.0,3.1049995
Agra,1971,4,38.365334,21.482332,29.923834,13.811844,2,0.0,0.0,0.0
Agra,1971,5,38.77355,24.730324,31.751936,12.882994,2,0.0,0.0,0.0
Agra,1971,6,36.652332,26.748,31.700167,104.46721,8,0.0,0.0,0.0
Agra,1971,7,33.02226,25.58,29.30113,230.77547,16,0.0,0.0,0.0
Agra,1971,8,31.415161,24.765806,28.090483,234.04276,18,0.0,0.0,0.0
Agra,1971,9,33.339,23.405,28.372,29.247189,2,0.0,0.0,0.0
Agra,1971,10,32.571613,19.31387,25.942741,62.865753,4,0.0,0.0,0.0
Agra,1971,11,28.534334,12.479667,20.507,0.13462856,0,0.0,0.0,0.0
Agra,1971,12,23.911936,8.147097,16.029516,0.0,0,0.0,7.74,61.79
Agra,1972,1,22.829355,6.9835486,14.906452,18.512142,2,0.0,23.965,96.32
Agra,1972,2,23.376896,7.923104,15.650001,3.217473,1,0.0,24.220001,79.62
Agra,1972,3,32.829357,14.81129,23.820322,2.4279566,0,0.0,0.0,2.4300003
Agra,1972,4,37.460335,20.198,28.829166,0.6209456,0,0.0,0.0,0.0
Agra,1972,5,43.14516,26.114515,34.62984,2.0263,0,0.0,0.0,0.0
Agra,1972,6,42.833332,29.191668,36.0125,13.264006,2,0.0,0.0,0.0
Agra,1972,7,36.819035,27.286451,32.052742,160.95064,10,0.0,0.0,0.0
Agra,1972,8,33.287422,25.414839,29.35113,253.76314,18,0.0,0.0,0.0
Agra,1972,9,33.374,22.622667,27.998333,105.615654,2,0.0,0.0,0.0
Agra,1972,10,33.410645,18.074194,25.74242,1.6686218,0,0.0,0.0,0.0
Agra,1972,11,29.608667,12.693,21.150835,0.8256233,0,0.0,0.0,1.1650009
Agra,1972,12,24.062904,8.946451,16.504679,4.8948984,1,0.0,5.2649984,48.949993
Agra,1973,1,22.195807,7.479677,14.837742,5.811895,1,0.0,31.494999,100.64
Agra,1973,2,26.844645,11.117143,18.980892,21.536894,1,0.0,1.8600006,21.235003
Agra,1973,3,31.81129,14.201612,23.006453,0.35861933,0,0.0,0.0,1.585001
Agra,1973,4,40.508667,22.309334,31.409,0.0,0,0.0,0.0,0.0
Agra,1973,5,42.460323,26.49129,34.475807,3.372079,0,0.0,0.0,0.0
Agra,1973,6,40.193336,28.978666,34.586,20.425228,2,0.0,0.0,0.0
Agra,1973,7,35.66871,26.736773,31.202744,224.77704,14,0.0,0.0,0.0
Agra,1973,8,32.629032,25.043547,28.83629,369.9579,22,0.0,0.0,0.0
Agra,1973,9,33.627,24.709002,29.168,113.31609,17,0.0,0.0,0.0
Agra,1973,10,32.6029,19.314194,25.95855,38.71171,3,0.0,0.0,0.0
Agra,1973,11,29.160334,11.360333,20.260334,0.0,0,0.0,0.0,0.045000076
Agra,1973,12,21.380001,6.8793545,14.129677,0.0,0,5.3200006,54.555,122.315
Agra,1974,1,22.501612,6.0383873,14.2699995,0.25860873,0,0.0,35.565002,115.630005
Agra,1974,2,24.866428,7.769643,16.318035,0.0,0,0.0,25.27,66.100006
Agra,1974,3,33.708385,15.845806,24.777098,0.0,0,0.0,0.0,0.0
Agra,1974,4,39.79933,22.617334,31.208334,0.0,0,0.0,0.0,0.0
Agra,1974,5,41.38355,26.133549,33.75855,4.8233027,0,0.0,0.0,0.0
Agra,1974,6,40.484333,27.801332,34.142834,8.440392,1,0.0,0.0,0.0
Agra,1974,7,34.262905,25.829033,30.045967,254.73526,16,0.0,0.0,0.0
Agra,1974,8,33.104195,25.5,29.302097,124.365364,11,0.0,0.0,0.0
Agra,1974,9,35.86933,24.108667,29.989,17.192013,2,0.0,0.0,0.0
Agra,1974,10,33.677742,19.433548,26.555645,121.26358,4,0.0,0.0,0.0
Agra,1974,11,29.611666,10.864333,20.238,0.84611493,0,0.0,0.0,5.7400017
Agra,1974,12,22.344193,7.4145164,14.879355,5.418123,1,0.0,23.13,98.365
Agra,1975,1,20.880644,6.9206448,13.900644,7.6023903,1,0.0,41.030006,127.08
Agra,1975,2,24.229284,8.9225,16.575893,7.6550636,2,0.0,12.650002,51.755005
Agra,1975,3,31.555483,14.066774,22.81113,0.88247406,0,0.0,0.0,0.0
Agra,1975,4,38.646667,21.040335,29.8435,0.6799504,0,0.0,0.0,0.0
Agra,1975,5,41.921932,26.896774,34.409355,0.090493545,0,0.0,0.0,0.0
Agra,1975,6,38.321667,27.503666,32.912666,69.43271,3,0.0,0.0,0.0
Agra,1975,7,33.72387,25.682903,29.703386,168.39027,14,0.0,0.0,0.0
Agra,1975,8,32.765804,25.461613,29.11371,198.17348,12,0.0,0.0,0.0
Agra,1975,9,31.764,24.666666,28.215334,93.57805,6,0.0,0.0,0.0
Agra,1975,10,32.88645,20.550646,26.71855,4.610781,0,0.0,0.0,0.0
Agra,1975,11,28.239332,9.863667,19.0515,0.0,0,0.0,0.2300005,20.260002
Agra,1975,12,24.632257,6.8564515,15.744354,0.0,0,0.0,2.54,70.495
Agra,1976,1,23.351292,8.378387,15.864839,0.41731918,0,0.0,12.650001,67.615005
Agra,1976,2,25.229311,10.952068,18.09069,0.20867428,0,0.0,0.71500015,21.855
Agra,1976,3,30.919031,14.764838,22.841934,0.10097143,0,0.0,0.0,0.055000305
Agra,1976,4,36.98133,20.475,28.728168,0.17614512,0,0.0,0.0,0.0
Agra,1976,5,40.68129,25.274517,32.9779,12.090784,1,0.0,0.0,0.0
Agra,1976,6,38.397335,26.495667,32.4465,53.016296,8,0.0,0.0,0.0
Agra,1976,7,35.168385,26.531935,30.85016,225.36826,21,0.0,0.0,0.0
Agra,1976,8,31.78387,24.993225,28.388548,270.18933,24,0.0,0.0,0.0
Agra,1976,9,33.51,23.83,28.67,19.656582,3,0.0,0.0,0.0
Agra,1976,10,35.072582,18.92645,26.999516,0.10371804,0,0.0,0.0,0.0
Agra,1976,11,29.282001,14.122,21.702,1.5554574,0,0.0,0.0,1.2749996
Agra,1976,12,24.15645,7.1832256,15.669838,0.0,0,0.0,15.190002,77.365005
Agra,1977,1,22.25,6.8632255,14.556613,27.222298,2,0.0,36.684998,109.53
Agra,1977,2,26.063929,9.019643,17.541786,0.751938,0,0.0,7.1899986,36.155
Agra,1977,3,34.711933,14.4809675,24.59645,0.056895435,0,0.0,0.0,0.0
Agra,1977,4,37.174667,21.116,29.145332,36.30938,5,0.0,0.0,0.0
Agra,1977,5,38.915485,24.105484,31.510485,17.821531,2,0.0,0.0,0.0
Agra,1977,6,40.187,26.991667,33.589333,38.058586,4,0.0,0.0,0.0
Agra,1977,7,32.145805,25.630968,28.888386,385.32605,23,0.0,0.0,0.0
Agra,1977,8,33.00129,25.59258,29.296936,174.90347,12,0.0,0.0,0.0
Agra,1977,9,31.907665,23.947666,27.927668,226.91885,14,0.0,0.0,0.0
Agra,1977,10,33.885807,19.682259,26.784033,16.138191,1,0.0,0.0,0.0
Agra,1977,11,30.576666,15.03,22.803333,0.0,0,0.0,0.0,0.0
Agra,1977,12,25.044193,9.16129,17.102741,0.8452203,0,0.0,8.84,36.62
Agra,1978,1,22.623873,6.5641937,14.594032,0.34173402,0,0.0,29.945,106.715
Agra,1978,2,24.0325,9.096429,16.564465,6.745123,1,0.0,12.700001,59.36
Agra,1978,3,29.43,13.656452,21.543224,19.46628,2,0.0,0.0,0.52000046
Agra,1978,4,37.726,20.567999,29.147001,1.1404611,0,0.0,0.0,0.0
Agra,1978,5,43.905483,27.386452,35.64597,0.0,0,0.0,0.0,0.0
Agra,1978,6,39.728333,28.066,33.897167,95.78597,6,0.0,0.0,0.0
Agra,1978,7,33.9429,25.759678,29.851292,171.08276,11,0.0,0.0,0.0
Agra,1978,8,32.23516,25.469677,28.852419,156.659,16,0.0,0.0,0.0
Agra,1978,9,33.274666,24.115334,28.695,115.468834,7,0.0,0.0,0.0
Agra,1978,10,34.68968,18.146774,26.418226,0.13617185,0,0.0,0.0,0.0
Agra,1978,11,29.832,13.315001,21.5735,0.15986389,0,0.0,0.0,9.105
Agra,1978,12,23.91258,7.8929033,15.902741,4.27219,1,0.0,8.655001,65.435005
Agra,1979,1,22.954838,8.423225,15.689033,9.373382,1,0.0,6.449999,71.64
Agra,1979,2,23.495714,9.698571,16.597143,72.45244,4,0.0,11.510001,52.885
Agra,1979,3,30.045162,13.619678,21.832418,1.0932469,0,0.0,0.9200001,8.849997
Agra,1979,4,39.076,21.001333,30.038666,3.0337481,0,0.0,0.0,0.0
Agra,1979,5,40.70129,23.938065,32.319675,15.939466,2,0.0,0.0,0.0
Agra,1979,6,41.485664,27.364,34.42483,17.324682,2,0.0,0.0,0.0
Agra,1979,7,35.634518,26.812904,31.22371,155.18307,11,0.0,0.0,0.0
Agra,1979,8,35.048386,25.810322,30.429356,37.37034,4,0.0,0.0,0.0
Agra,1979,9,37.343002,23.387333,30.365168,21.167828,3,0.0,0.0,0.0
Agra,1979,10,35.954193,19.49613,27.72516,0.6968646,0,0.0,0.0,0.0
Agra,1979,11,30.162666,16.012333,23.0875,15.402786,1,0.0,0.0,0.0
Agra,1979,12,24.131937,9.403226,16.76758,2.6825519,0,0.0,3.340002,44.710003
Agra,1980,1,22.425161,7.095161,14.760161,0.0,0,0.0,30.275,101.56
Agra,1980,2,27.174482,11.518276,19.346378,6.9328165,1,0.0,2.9350004,24.434998
Agra,1980,3,31.03129,14.958386,22.994837,15.121592,2,0.0,0.0,0.0
Agra,1980,4,40.373665,22.841,31.607332,0.049896684,0,0.0,0.0,0.0
Agra,1980,5,43.67871,27.505484,35.592094,2.2184741,0,0.0,0.0,0.0
Agra,1980,6,39.037666,27.645666,33.341667,80.55547,6,0.0,0.0,0.0
Agra,1980,7,32.88903,25.788065,29.338549,275.77902,26,0.0,0.0,0.0
Agra,1980,8,33.40742,25.10774,29.25758,281.395,17,0.0,0.0,0.0
Agra,1980,9,34.804,23.528002,29.165998,23.40651,2,0.0,0.0,0.0
Agra,1980,10,34.858387,19.67129,27.26484,11.585496,1,0.0,0.0,0.0
Agra,1980,11,29.528002,13.057,21.292501,0.36298797,0,0.0,0.0,0.0
Agra,1980,12,23.650002,8.73258,16.19129,16.853588,1,0.0,4.7250004,58.655
Agra,1981,1,21.993872,8.073226,15.033548,1.8722193,0,0.0,23.135,92.365
Agra,1981,2,26.242144,10.372857,18.307499,0.0,0,0.0,2.625,28.23
Agra,1981,3,30.405807,14.982259,22.694033,14.5105,2,0.0,0.0,0.0
Agra,1981,4,38.335667,21.274666,29.805166,0.0,0,0.0,0.0,0.0
Agra,1981,5,41.148388,25.883549,33.51597,17.002422,2,0.0,0.0,0.0
Agra,1981,6,42.178333,27.894335,35.03633,258.93317,2,0.0,0.0,0.0
Agra,1981,7,33.344837,25.971935,29.658386,293.17035,17,0.0,0.0,0.0
Agra,1981,8,33.894516,25.462582,29.678547,144.09583,12,0.0,0.0,0.0
Agra,1981,9,35.78633,24.304333,30.045332,65.653496,4,0.0,0.0,0.0
Agra,1981,10,34.309032,17.702581,26.005806,5.665154,1,0.0,0.0,0.0
Agra,1981,11,27.445,12.444,19.9445,3.2989697,0,0.0,0.0,1.4100018
Agra,1981,12,23.937742,6.899032,15.418387,0.99471,0,0.0,5.9500027,80.03001
Agra,1982,1,22.487741,8.70258,15.595161,14.876132,1,0.0,6.000001,74.55
Agra,1982,2,22.76357,9.983572,16.373571,8.025351,2,0.0,7.425001,51.330006
Agra,1982,3,28.53129,14.261935,21.396612,17.75339,4,0.0,0.0,6.2450027
Agra,1982,4,36.076,21.099333,28.587667,7.7516217,1,0.0,0.0,0.0
Agra,1982,5,37.510002,23.90645,30.708227,13.229497,2,0.0,0.0,0.0
Agra,1982,6,40.492,27.130001,33.811,17.309372,3,0.0,0.0,0.0
Agra,1982,7,37.74226,27.396774,32.569515,195.00162,12,0.0,0.0,0.0
Agra,1982,8,32.85129,25.397419,29.124353,450.3819,22,0.0,0.0,0.0
Agra,1982,9,34.689003,23.429667,29.059334,20.155453,3,0.0,0.0,0.0
Agra,1982,10,34.105484,19.332903,26.719193,6.04621,1,0.0,0.0,0.0
Agra,1982,11,28.45,13.864333,21.157167,31.515259,4,0.0,0.0,8.009998
Agra,1982,12,23.847097,8.152904,16.0,11.791493,1,0.0,10.685001,67.06
Agra,1983,1,20.708065,6.6964517,13.702258,8.666723,1,0.28499985,50.5,133.23
Agra,1983,2,23.847143,9.028214,16.43768,3.5989847,1,0.0,19.009998,56.01
Agra,1983,3,30.767742,14.610323,22.689032,0.14928678,0,0.0,0.0,0.0
Agra,1983,4,34.17967,19.330666,26.755167,37.462433,5,0.0,0.0,0.0
Agra,1983,5,38.92871,24.780323,31.854515,37.82784,5,0.0,0.0,0.0
Agra,1983,6,40.184334,26.762,33.473167,61.43578,7,0.0,0.0,0.0
Agra,1983,7,35.46,26.292904,30.876451,114.96987,10,0.0,0.0,0.0
Agra,1983,8,33.093872,25.72871,29.411291,364.51895,16,0.0,0.0,0.0
Agra,1983,9,33.546333,25.109667,29.328001,124.598114,12,0.0,0.0,0.0
Agra,1983,10,32.63032,19.16258,25.89645,19.788708,2,0.0,0.0,0.0
Agra,1983,11,28.775667,11.226666,20.001167,0.0,0,0.0,0.0,0.0
Agra,1983,12,23.922258,8.047097,15.984677,0.7485225,0,0.0,10.919999,62.605
Agra,1984,1,21.874193,6.5635486,14.218871,0.059918974,0,0.0,33.725002,117.315
Agra,1984,2,23.84,7.8668966,15.853448,0.14854833,0,0.0,15.975001,67.705
Agra,1984,3,33.579678,15.509356,24.544516,0.0,0,0.0,0.0,0.0
Agra,1984,4,38.683,21.196001,29.9395,26.184029,2,0.0,0.0,0.0
Agra,1984,5,43.36484,27.294516,35.329678,1.151769,0,0.0,0.0,0.0
Agra,1984,6,40.042667,28.675,34.358833,48.23711,4,0.0,0.0,0.0
Agra,1984,7,34.34161,25.817097,30.079355,144.79929,17,0.0,0.0,0.0
Agra,1984,8,33.086452,25.130322,29.108387,220.4413,15,0.0,0.0,0.0
Agra,1984,9,32.811333,23.095,27.953167,104.81997,6,0.0,0.0,0.0
Agra,1984,10,33.408066,17.275806,25.341936,0.3010589,0,0.0,0.0,0.0
Agra,1984,11,29.326332,11.061,20.193666,0.0,0,0.0,0.0,4.615
Agra,1984,12,24.709677,7.5925803,16.151129,0.14854833,0,0.0,8.239999,60.835
Agra,1985,1,20.823227,7.3399997,14.081613,16.27171,2,0.0,32.045006,121.47
Agra,1985,2,26.416073,8.134286,17.275179,0.0,0,0.0,0.8899994,34.620003
Agra,1985,3,34.06032,15.686129,24.873226,2.5693312,1,0.0,0.0,0.0
Agra,1985,4,38.577003,21.668667,30.122833,17.1558,3,0.0,0.0,0.0
Agra,1985,5,42.762905,26.39129,34.5771,2.2674553,0,0.0,0.0,0.0
Agra,1985,6,40.953667,28.306667,34.63017,28.070778,4,0.0,0.0,0.0
Agra,1985,7,34.240643,25.575161,29.907904,326.96796,19,0.0,0.0,0.0
Agra,1985,8,33.129677,25.325161,29.227419,195.72174,13,0.0,0.0,0.0
Agra,1985,9,32.666332,23.510668,28.0885,154.36522,11,0.0,0.0,0.0
Agra,1985,10,30.68871,18.297419,24.493063,124.1091,7,0.0,0.0,0.0
Agra,1985,11,29.455,12.166667,20.810833,0.0,0,0.0,0.0,0.57500076
Agra,1985,12,24.291613,9.913226,17.102419,14.719751,1,0.0,4.8500013,39.785004
Agra,1986,1,21.994194,6.9622583,14.478227,7.626373,1,0.0,31.990002,109.174995
Agra,1986,2,24.151428,9.993571,17.0725,27.363773,1,0.0,1.3000002,30.935
Agra,1986,3,31.428389,15.039678,23.234032,4.245595,0,0.0,0.0,0.0
Agra,1986,4,38.091667,20.871334,29.4815,0.0,0,0.0,0.0,0.0
Agra,1986,5,39.731293,24.3,32.015644,17.028492,1,0.0,0.0,0.0
Agra,1986,6,40.151997,27.520666,33.83633,123.74875,5,0.0,0.0,0.0
Agra,1986,7,33.782906,25.624193,29.703548,179.89041,12,0.0,0.0,0.0
Agra,1986,8,34.024837,25.295485,29.660162,86.78992,9,0.0,0.0,0.0
Agra,1986,9,35.27,23.605999,29.438,45.686104,2,0.0,0.0,0.0
Agra,1986,10,33.238388,18.872257,26.05532,25.565681,2,0.0,0.0,0.0
Agra,1986,11,30.185333,13.211667,21.6985,0.0,0,0.0,0.0,0.0
Agra,1986,12,23.169678,7.2725806,15.221128,1.3263898,0,0.0,30.15,88.845
Agra,1987,1,22.584517,7.4974194,15.040967,13.932735,1,0.0,20.575,91.73
Agra,1987,2,27.680357,10.748571,19.214464,2.9646678,0,0.0,0.0,6.0150013
Agra,1987,3,32.796127,15.82258,24.309355,0.25568455,0,0.0,0.0,0.0
Agra,1987,4,39.01267,20.815334,29.914,0.0,0,0.0,0.0,0.0
Agra,1987,5,38.94258,23.654194,31.298388,41.252354,4,0.0,0.0,0.0
Agra,1987,6,42.743664,28.183666,35.46367,6.529599,0,0.0,0.0,0.0
Agra,1987,7,39.059032,27.328386,33.19371,81.4402,6,0.0,0.0,0.0
Agra,1987,8,36.45645,26.67129,31.56387,124.30248,13,0.0,0.0,0.0
Agra,1987,9,35.94033,24.538,30.239166,34.928455,5,0.0,0.0,0.0
Agra,1987,10,35.282906,19.460001,27.371452,50.18711,2,0.0,0.0,0.0
Agra,1987,11,30.491667,11.313001,20.902334,0.0,0,0.0,0.0,0.020000458
Agra,1987,12,24.296452,7.2196774,15.758064,7.364441,1,0.0,3.6950006,74.52
Agra,1988,1,23.752258,7.4480643,15.600162,1.6278796,0,0.0,5.4399996,74.395004
Agra,1988,2,27.630346,10.426897,19.028622,0.77645093,0,0.0,0.0,7.6800003
Agra,1988,3,32.281612,14.954839,23.618225,13.568574,3,0.0,0.0,0.0
Agra,1988,4,39.950333,22.466,31.208166,13.32709,1,0.0,0.0,0.0
Agra,1988,5,43.699677,28.28871,35.99419,1.1351973,0,0.0,0.0,0.0
Agra,1988,6,39.754665,27.488667,33.621666,84.78011,8,0.0,0.0,0.0
Agra,1988,7,33.626453,26.308064,29.967258,279.25806,19,0.0,0.0,0.0
Agra,1988,8,32.417744,25.445484,28.931614,273.9733,16,0.0,0.0,0.0
Agra,1988,9,35.246334,25.007,30.126667,57.652794,7,0.0,0.0,0.0
Agra,1988,10,34.14871,18.380644,26.264677,24.13873,2,0.0,0.0,0.0
Agra,1988,11,29.769667,12.877334,21.3235,0.079783104,0,0.0,0.0,3.0699997
Agra,1988,12,24.658709,9.369032,17.01387,0.0,0,0.0,3.5999994,34.864998
Agra,1989,1,21.252258,6.2364516,13.744355,8.019085,1,0.0,49.864998,131.925
Agra,1989,2,25.541428,8.912857,17.227142,0.0,0,0.0,5.5650005,40.140003
Agra,1989,3,31.231289,14.279032,22.755161,3.9565403,1,0.0,0.0,0.0
Agra,1989,4,37.454,19.117,28.2855,0.029938014,0,0.0,0.0,0.0
Agra,1989,5,42.518066,25.72129,34.119675,0.0,0,0.0,0.0,0.0
Agra,1989,6,39.388,27.160667,33.274334,21.478985,2,0.0,0.0,0.0
Agra,1989,7,35.979355,26.36871,31.174032,141.01176,9,0.0,0.0,0.0
Agra,1989,8,34.246452,25.197096,29.721775,266.29303,16,0.0,0.0,0.0
Agra,1989,9,34.052334,23.791666,28.921999,66.18374,4,0.0,0.0,0.0
Agra,1989,10,34.972904,17.729355,26.35113,0.0,0,0.0,0.0,0.0
Agra,1989,11,29.786335,12.048,20.917168,0.0,0,0.0,0.0,2.7199993
Agra,1989,12,22.588064,7.4538713,15.0209675,0.121165715,0,0.24499989,26.265001,92.35
Agra,1990,1,23.886452,8.351613,16.119032,0.0,0,0.7300005,28.535,73.98
Agra,1990,2,24.188572,11.235,17.711786,32.510963,4,0.0,0.4699993,23.849998
Agra,1990,3,29.872257,14.4467745,22.159517,0.0,0,0.0,0.0,3.9450016
Agra,1990,4,38.261333,20.962,29.611666,0.039917354,0,0.0,0.0,0.0
Agra,1990,5,40.079678,26.422256,33.25097,9.406251,1,0.0,0.0,0.0
Agra,1990,6,40.787,28.431334,34.60917,29.794046,3,0.0,0.0,0.0
Agra,1990,7,33.56258,25.91258,29.737581,171.24052,14,0.0,0.0,0.0
Agra,1990,8,33.81613,25.623549,29.71984,75.323524,9,0.0,0.0,0.0
Agra,1990,9,33.124,24.686335,28.905165,261.60037,14,0.0,0.0,0.0
Agra,1990,10,33.522903,18.567743,26.045324,0.11464451,0,0.0,0.0,0.0
Agra,1990,11,29.564,12.929,21.2465,0.0,0,0.0,0.0,1.3600006
Agra,1990,12,24.244194,8.480323,16.362259,0.58303446,0,0.0,4.96,51.71
Agra,1991,1,21.969355,6.23258,14.100968,0.0,0,0.2800007,52.59,125.57
Agra,1991,2,26.32643,11.120714,18.723572,10.304512,2,0.0,0.0,15.595001
Agra,1991,3,31.994837,15.527419,23.761127,2.0790849,0,0.0,0.0,0.0
Agra,1991,4,37.618,20.469667,29.043833,1.4639546,0,0.0,0.0,0.0
Agra,1991,5,42.331936,26.061935,34.196934,6.4380436,1,0.0,0.0,0.0
Agra,1991,6,40.774334,28.358,34.566166,16.463917,2,0.0,0.0,0.0
Agra,1991,7,38.01258,28.041615,33.027096,50.904163,8,0.0,0.0,0.0
Agra,1991,8,33.10226,25.566774,29.334517,242.59259,15,0.0,0.0,0.0
Agra,1991,9,34.407333,24.128332,29.267832,69.54559,6,0.0,0.0,0.0
Agra,1991,10,34.55516,17.512259,26.033709,0.0,0,0.0,0.0,0.0
Agra,1991,11,28.384,12.351666,20.367834,2.5742152,1,0.0,0.0,0.0
Agra,1991,12,23.507097,9.165484,16.33629,21.515638,2,0.0,14.304998,52.195
Agra,1992,1,22.385807,7.920968,15.153387,3.6039426,1,0.0,25.535,91.315
Agra,1992,2,23.963102,9.263793,16.61345,12.555724,2,0.0,3.3850002,51.275
Agra,1992,3,32.079998,15.226451,23.653225,14.60612,1,0.0,0.0,0.0
Agra,1992,4,38.165665,20.825666,29.495667,2.1263309,0,0.0,0.0,0.0
Agra,1992,5,40.662582,24.864515,32.763546,7.6100636,2,0.0,0.0,0.0
Agra,1992,6,41.75033,28.063665,34.906998,26.868385,2,0.0,0.0,0.0
Agra,1992,7,35.54968,26.174517,30.862097,138.96405,12,0.0,0.0,0.0
Agra,1992,8,33.02226,25.606451,29.314354,384.2701,24,0.0,0.0,0.0
